experiment_accession,run_accession,accession,sample_accession,secondary_sample_accession,instrument_platform,instrument_model,library_name,library_layout,nominal_length,library_strategy,library_source,library_selection,read_count,base_count,center_name,fastq_bytes,cell_line,cell_type,collected_by,collection_date,country,description,environmental_sample,first_public,germline,identified_by,isolation_source,location,serotype,serovar,sex,submitted_sex,sub_species,tissue_type,tax_id,scientific_name,sample_alias,center_name_1,sampling_campaign,sampling_site,sampling_platform,protocol_label,project_name,host,host_tax_id,host_status,host_sex,submitted_host_sex,host_body_site,host_gravidity,investigation_type,experimental_factor,sample_collection,sequencing_method,sample_title,sample_material,taxonomic_identity_marker,completeness_score,contamination_score,binning_software,lat,lon,sample_capture_status,collection_date_submitted,submission_tool
ERX5755316,ERR6118091,SAMEA9253008,SAMEA9253008,ERS6987654,ILLUMINA,NextSeq 500,unspecified,PAIRED,350.0,WGS,GENOMIC,RT-PCR,1113938.0,221481032.0,CHRISTIAN MEDICAL COLLEGE,68195096;83246681,,,,2019-01-01,India,NextSeq 500 paired end sequencing,False,2021-06-24,False,,,,,,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,V13176,CHRISTIAN MEDICAL COLLEGE,,,,,,Homo sapiens,9606.0,healthy,,,,,,,,,Genomic surveillance of Salmonella Typhi,,,,,,,,,2019,
SRX754653,SRR1645187,SAMN03168568,SAMN03168568,SRS739882,ILLUMINA,Illumina HiSeq 2500,H121880406,PAIRED,,WGS,GENOMIC,RANDOM,1125673.0,221789579.0,SUB739137,65029659;67714103,,,PHE,2012-05-01,United Kingdom: South of England,Illumina HiSeq 2500 sequencing,False,2015-02-12,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,H121880406.biosample,SUB739137,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica subsp I enterica serovar Typhi H121880406,,,,,,,,,2012-05,
SRX14059357,SRR17900619,SAMN25689479,SAMN25689479,SRS11892286,ILLUMINA,Illumina HiSeq 2500,strain,PAIRED,,WGS,GENOMIC,RANDOM,1114433.0,221812128.0,,64626735;67002805,,,PHE,2022-01-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2022-02-08,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,1573287.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 1573287,,,,,,,,,2022-01,
SRX3108646,SRR5949967,SAMN07528632,SAMN07528632,SRS2443802,ILLUMINA,Illumina HiSeq 2500,378610,PAIRED,,WGS,GENOMIC,RANDOM,1117343.0,221813348.0,,67578357;69315526,,,PHE,2017-06-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2017-11-09,False,,human,,Salmonella Typhi,Salmonella Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,378610.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 378610,,,,,,,,,Jun-2017,
ERX333656,ERR360885,SAMEA2157976,SAMEA2157976,ERS327539,ILLUMINA,Illumina HiSeq 2000,7961101,PAIRED,235.0,WGS,GENOMIC,RANDOM,2218474.0,221847400.0,Wellcome Sanger Institute,70723224;72444931,,,,2012-01-01,Cambodia,Illumina HiSeq 2000 paired end sequencing,False,2013-10-28,False,,blood,,Typhi,Typhi,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,SBVW983-sc-2013-07-18T13:24:39Z-1668873,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,disease: typhoid fever,,,,,,,,,10607_1#93,,,,,,,,,2012,
SRX1022419,SRR2015092,SAMN03610075,SAMN03610075,SRS932297,ILLUMINA,Illumina MiSeq,Salmonella enterica Nextera XT shotgun library,PAIRED,500.0,WGS,GENOMIC,RANDOM,455935.0,222039118.0,EDLB-CDC,76426832;90120788,,,CDC,2014-08-01,USA,Illumina MiSeq paired end sequencing; Whole genome shotgun sequencing of Salmonella enterica by Illumina MiSeq,False,2015-05-09,False,,blood,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,PNUSAS000303,EDLB-CDC,,,,,,,,,,,,,,,,,This sample has been submitted by pda|stevedietrich on 2015-05-09; Salmonella enterica subsp. enterica serovar Typhi,,,,,,,,,2014-08,
ERX322344,ERR349508,SAMEA2144003,SAMEA2144003,ERS325413,ILLUMINA,Illumina HiSeq 2000,7835564,PAIRED,231.0,WGS,GENOMIC,RANDOM,2220668.0,222066800.0,Wellcome Sanger Institute,70996942;72871792,,,,1994-01-01,Viet Nam,Illumina HiSeq 2000 paired end sequencing,False,2013-10-07,False,,Not known,,Not known,Not known,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,SBVW821-sc-2013-07-15T10:36:14Z-1661831,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10425_1#82,,,,,,,,,1994,
SRX12162641,SRR15871557,SAMN21359593,SAMN21359593,SRS10140970,ILLUMINA,Illumina MiSeq,2018K-0307,PAIRED,,WGS,GENOMIC,RANDOM,461088.0,222236078.0,SUB10361348,65530980;81510946,,,KABALE,,Uganda,Illumina MiSeq sequencing; WGS shotgun sequence of Salmonella enterica serotype Typhi Isolate:             2018K-0307,False,2021-09-15,False,,,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,2018K-0307,SUB10361348,,,,,,,,,,,,,,,,,This sample has been submitted by pda|lauerac on 2021-09-15; Salmonella enterica subsp. enterica serovar Typhi,,,,,,,,,,
SRX11985145,SRR15688968,SAMN21169489,SAMN21169489,SRS9992921,ILLUMINA,Illumina MiSeq,PNCS016504,PAIRED,,WGS,GENOMIC,RANDOM,755764.0,222319413.0,,71318076;75320615,,,PHAC,2018-10-05,Canada,Illumina MiSeq sequencing,False,2021-09-02,False,,blood,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,PNCS016504,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|pulsenet_canada on 2021-09-02; Salmonella enterica subsp. enterica serovar Typhi,,,,,,,,,2018-10-05,
ERX322347,ERR349511,SAMEA2156426,SAMEA2156426,ERS325420,ILLUMINA,Illumina HiSeq 2000,7835600,PAIRED,231.0,WGS,GENOMIC,RANDOM,2228154.0,222815400.0,Wellcome Sanger Institute,71048161;73305465,,,,1994-01-01,Viet Nam,Illumina HiSeq 2000 paired end sequencing,False,2013-10-07,False,,Not known,,Not known,Not known,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,SBVW828-sc-2013-07-15T10:36:21Z-1661838,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10425_1#85,,,,,,,,,1994,
SRX8020340,SRR11442304,SAMN14479770,SAMN14479770,SRS6393518,ILLUMINA,Illumina HiSeq 2500,strain,PAIRED,,WGS,GENOMIC,RANDOM,1124823.0,222949635.0,,75977600;72372361,,,PHE,2020-03-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2020-03-30,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,914831.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 914831,,,,,,,,,2020-03,
ERX5046762,ERR5243701,SAMEA7993315,SAMEA7993315,ERS5680586,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,100.0,WGS,GENOMIC,unspecified,1322894.0,222974849.0,UNIVERSITY OF CAMBRDGE,82816397;93139825,,,,2011-01-01,Colombia,Illumina MiSeq paired end sequencing,False,2021-04-04,False,,stool,,,,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,COL_INS_S_Ty522_738_11,UNIVERSITY OF CAMBRDGE,,,,,,homo sapien,9606.0,diseased,,,,,,,,,Colombia,,,,,,,,,2011,
SRX5370064,SRR8568760,SAMN10922312,SAMN10922312,SRS4360316,ILLUMINA,Illumina HiSeq 2500,strain,PAIRED,,WGS,GENOMIC,RANDOM,1134273.0,222989966.0,,61427810;63638177,,,PHE,2017-06-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2019-02-14,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,385505.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 385505,,,,,,,,,2017-06,
SRX13895904,SRR17733143,SAMN25236595,SAMN25236595,SRS11759078,ILLUMINA,Illumina MiSeq,E18,PAIRED,,WGS,GENOMIC,PCR,750577.0,223093290.0,SUB10986225,82811757;88370947,,,CPHL-Iraq,2019-03-03,Iraq: Baghdad,Illumina MiSeq sequencing; WGS of S.Typhi,False,2022-01-26,False,,blood,33.31 N 44.36 E,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,SAL_20201227_E18,SUB10986225,,,,,,Homo sapiens,9606.0,,female,female,,,,,,,F08_JWJ,,,,,,33.31,44.36,,2019-03-03,
ERX322269,ERR349433,SAMEA2160745,SAMEA2160745,ERS325121,ILLUMINA,Illumina HiSeq 2000,7835614,PAIRED,231.0,WGS,GENOMIC,RANDOM,2232866.0,223286600.0,Wellcome Sanger Institute,71667518;73795241,,,,1994-01-01,Viet Nam,Illumina HiSeq 2000 paired end sequencing,False,2013-10-07,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,SBVW535-sc-2013-07-15T10:32:02Z-1661538,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10425_1#7,,,,,,,,,1994,
ERX2172518,ERR2115654,SAMEA104286112,SAMEA104286112,ERS1911090,ILLUMINA,Illumina HiSeq 2500,399677,PAIRED,500.0,WGS,GENOMIC,RANDOM,1123382.0,223555730.0,University Hospital Galway,66098754;69808418,,,,2017-01-01,Ireland,Illumina HiSeq 2500 paired end sequencing,False,2017-09-07,False,,Human,,Typhi,Typhi,,,Subsp. I,,90370,Salmonella enterica subsp. enterica serovar Typhi,MS170228,University Hospital Galway,,,,,,Homo sapiens,9606.0,,,,,,,,,,MS170228,,,,,,,,,2017,
ERX333603,ERR360832,SAMEA1971985,SAMEA1971985,ERS327391,ILLUMINA,Illumina HiSeq 2000,7961130,PAIRED,235.0,WGS,GENOMIC,RANDOM,2236146.0,223614600.0,Wellcome Sanger Institute,70804071;72521359,,,,2010-01-01,Malawi,Illumina HiSeq 2000 paired end sequencing,False,2013-10-28,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,A58390-sc-2013-07-18T13:22:12Z-1668710,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10607_2#40,,,,,,,,,2010,
ERX5755376,ERR6118151,SAMEA9253068,SAMEA9253068,ERS6987714,ILLUMINA,NextSeq 500,unspecified,PAIRED,350.0,WGS,GENOMIC,RT-PCR,1130880.0,223749894.0,CHRISTIAN MEDICAL COLLEGE,68727018;81493417,,,,2019-01-01,India,NextSeq 500 paired end sequencing,False,2021-06-24,False,,,,,,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,V26066,CHRISTIAN MEDICAL COLLEGE,,,,,,Homo sapiens,9606.0,healthy,,,,,,,,,Genomic surveillance of Salmonella Typhi,,,,,,,,,2019,
ERX2180907,ERR2124055,SAMEA104304818,SAMEA104304818,ERS1929796,ILLUMINA,Illumina HiSeq 2500,414475,PAIRED,500.0,WGS,GENOMIC,RANDOM,1126332.0,223929995.0,University Hospital Galway,73969369;77710338,,,,2017-01-01,Ireland,Illumina HiSeq 2500 paired end sequencing,False,2017-09-15,False,,Human,,Typhi,Typhi,,,Subsp. I,,90370,Salmonella enterica subsp. enterica serovar Typhi,MS170271,University Hospital Galway,,,,,,Homo sapiens,9606.0,,,,,,,,,,MS170271,,,,,,,,,2017,
SRX5329370,SRR8526536,SAMN10868644,SAMN10868644,SRS4323947,ILLUMINA,Illumina MiSeq,SAL-18-0493,PAIRED,,WGS,GENOMIC,RANDOM,389935.0,224038776.0,SUB5123533,80411737;94284038,,,MOH,2016-01-01,Singapore,Illumina MiSeq sequencing; S. Typhi genomes from Singapore,False,2020-01-19,False,,blood,1.3521 N 103.8198 E,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,SAL-18-0493_WGS,SUB5123533,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|soctavia on 2020-01-18; Salmonella enterica subsp. enterica serovar Typhi,,,,,,1.3521,103.8198,,2016,
SRX4941142,SRR8114845,SAMN10331138,SAMN10331138,SRS3985132,ILLUMINA,Illumina HiSeq 2500,strain,PAIRED,,WGS,GENOMIC,RANDOM,1120980.0,224197575.0,,63574312;66109233,,,PHE,2018-10-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2018-10-28,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,620455.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 620455,,,,,,,,,2018-10,
SRX8783561,SRR12278730,SAMN15356735,SAMN15356735,SRS7052304,ILLUMINA,Illumina MiniSeq,574_85,PAIRED,,WGS,GENOMIC,PCR,775572.0,224241499.0,SUB7736818,55300373;57805882,,,,1985-01-01,Rwanda: Huye,Illumina MiniSeq sequencing; WGS of Salmonella Typhi: Blood sample,False,2021-04-01,False,,blood,2.0086 S 30.1358 E,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,574_85,SUB7736818,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|jrutanga on 2021-04-01; Salmonella enterica subsp. enterica serovar Typhi,,,,,,-2.0086,30.1358,,1985,
ERX333576,ERR360805,SAMEA2160982,SAMEA2160982,ERS327364,ILLUMINA,Illumina HiSeq 2000,7961091,PAIRED,235.0,WGS,GENOMIC,RANDOM,2242448.0,224244800.0,Wellcome Sanger Institute,71050998;73209238,,,,2012-01-01,Malawi,Illumina HiSeq 2000 paired end sequencing,False,2013-10-28,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,BHA1P5-sc-2013-07-18T13:21:40Z-1668683,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10607_2#13,,,,,,,,,2012,
ERX333605,ERR360834,SAMEA2158966,SAMEA2158966,ERS327434,ILLUMINA,Illumina HiSeq 2000,7961059,PAIRED,235.0,WGS,GENOMIC,RANDOM,2243718.0,224371800.0,Wellcome Sanger Institute,72248719;74228475,,,,2008-01-01,Cambodia,Illumina HiSeq 2000 paired end sequencing,False,2013-10-28,False,,blood,,Typhi,Typhi,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,SBVW872-sc-2013-07-18T13:22:57Z-1668767,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,disease: typhoid fever,,,,,,,,,10607_1#42,,,,,,,,,2008,
SRX2504610,SRR5188689,SAMN06220252,SAMN06220252,SRS1929443,ILLUMINA,Illumina MiSeq,NexteraXT,PAIRED,,WGS,GENOMIC,RANDOM,447203.0,224495906.0,,73984203;89115959,,,,2016-11-01,USA,Illumina MiSeq sequencing,False,2017-01-20,False,,blood,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,PNUSAS006771,,,,,,,,,,,,,,,,,,This sample has been submitted by pda|jamiebug05 on 2017-01-20; Salmonella enterica subsp. enterica serovar Typhi,,,,,,,,,Nov-2016,
ERX333580,ERR360809,SAMEA2155727,SAMEA2155727,ERS327368,ILLUMINA,Illumina HiSeq 2000,7961044,PAIRED,235.0,WGS,GENOMIC,RANDOM,2245206.0,224520600.0,Wellcome Sanger Institute,71288051;73243890,,,,2013-01-01,Malawi,Illumina HiSeq 2000 paired end sequencing,False,2013-10-28,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,BKQ4NZ-sc-2013-07-18T13:21:44Z-1668687,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10607_2#17,,,,,,,,,2013,
ERX187229,ERR212564,SAMEA1571989,SAMEA1571989,ERS158502,ILLUMINA,Illumina HiSeq 2000,5873246,PAIRED,250.0,WGS,GENOMIC,RANDOM,1123077.0,224615400.0,Wellcome Sanger Institute,71282475;76741569,,,,2008-01-01,Kenya,Illumina HiSeq 2000 paired end sequencing,False,2012-12-18,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,Ke378-sc-2012-07-27T11:52:48Z-1458235,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,8525_2#54,,,,,,,,,2008,
SRX12162648,SRR15871550,SAMN21359600,SAMN21359600,SRS10140978,ILLUMINA,Illumina MiSeq,2018K-0314,PAIRED,,WGS,GENOMIC,RANDOM,468777.0,225033276.0,SUB10361348,72454905;84105164,,,MUBENDE,,Uganda,Illumina MiSeq sequencing; WGS shotgun sequence of Salmonella enterica serotype Typhi Isolate:             2018K-0314,False,2021-09-15,False,,,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,2018K-0314,SUB10361348,,,,,,,,,,,,,,,,,This sample has been submitted by pda|lauerac on 2021-09-15; Salmonella enterica subsp. enterica serovar Typhi,,,,,,,,,,
SRX6101865,SRR9335529,SAMN12108734,SAMN12108734,SRS5002287,ILLUMINA,Illumina HiSeq 2500,strain,PAIRED,,WGS,GENOMIC,RANDOM,1127195.0,225078775.0,,70478862;73170785,,,PHE,2019-05-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2019-06-23,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,762227.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 762227,,,,,,,,,2019-05,
ERX333590,ERR360819,SAMEA2156001,SAMEA2156001,ERS327378,ILLUMINA,Illumina HiSeq 2000,7961069,PAIRED,235.0,WGS,GENOMIC,RANDOM,2251070.0,225107000.0,Wellcome Sanger Institute,71190888;73061861,,,,2013-01-01,Malawi,Illumina HiSeq 2000 paired end sequencing,False,2013-10-28,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,BKQ4E3-sc-2013-07-18T13:21:55Z-1668697,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10607_2#27,,,,,,,,,2013,
SRX3053658,SRR5887803,SAMN07436137,SAMN07436137,SRS2399994,ILLUMINA,Illumina HiSeq 2500,236189,PAIRED,,WGS,GENOMIC,RANDOM,1125565.0,225113000.0,,74051378;75389646,,,PHE,2016-03-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2017-08-03,False,,human,,Salmonella Typhi,Salmonella Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,236189.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 236189,,,,,,,,,Mar-2016,
ERX333596,ERR360825,SAMEA2158686,SAMEA2158686,ERS327384,ILLUMINA,Illumina HiSeq 2000,7961046,PAIRED,235.0,WGS,GENOMIC,RANDOM,2251370.0,225137000.0,Wellcome Sanger Institute,71174456;73323554,,,,2010-01-01,Malawi,Illumina HiSeq 2000 paired end sequencing,False,2013-10-28,False,,Not known,,Not known,Not known,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,A58450-sc-2013-07-18T13:22:02Z-1668703,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10607_2#33,,,,,,,,,2010,
SRX13895905,SRR17733142,SAMN25236580,SAMN25236580,SRS11759077,ILLUMINA,Illumina MiSeq,E3,PAIRED,,WGS,GENOMIC,PCR,759697.0,225357179.0,SUB10986225,82897590;86542449,,,CPHL-Iraq,2019-01-18,Iraq: Najaf,Illumina MiSeq sequencing; WGS of S.Typhi,False,2022-01-26,False,,blood,32.01 N 44.32 E,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,SAL_20201227_E3,SUB10986225,,,,,,Homo sapiens,9606.0,,female,female,,,,,,,F35_FAK,,,,,,32.01,44.32,,2019-01-18,
ERX333572,ERR360801,SAMEA2153970,SAMEA2153970,ERS327360,ILLUMINA,Illumina HiSeq 2000,7961043,PAIRED,235.0,WGS,GENOMIC,RANDOM,2256238.0,225623800.0,Wellcome Sanger Institute,71446633;73473363,,,,2010-01-01,Malawi,Illumina HiSeq 2000 paired end sequencing,False,2013-10-28,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,1006099-sc-2013-07-18T13:21:35Z-1668679,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10607_2#9,,,,,,,,,2010,
SRX9055949,SRR12567847,SAMN15962886,SAMN15962886,SRS7305604,ILLUMINA,Illumina MiSeq,SLT0291,PAIRED,,WGS,GENOMIC,RANDOM,392416.0,225685689.0,SUB8055888,72334987;85165081,,,NUH,2020-01-01,Singapore,Illumina MiSeq sequencing; WGS of S. Typhi in Singapore,False,2021-03-01,False,,blood,1.3521 N 103.8198 E,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,SLT0291,SUB8055888,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|soctavia on 2021-02-24; Salmonella enterica subsp. enterica serovar Typhi,,,,,,1.3521,103.8198,,2020,
ERX086088,ERR108654,SAMEA1406339,SAMEA1406339,ERS083263,ILLUMINA,Illumina HiSeq 2000,4227738,PAIRED,232.0,WGS,GENOMIC,RANDOM,1129202.0,225840400.0,Wellcome Sanger Institute,120470347;117772038,,,,2009-01-01,Tanzania,Illumina HiSeq 2000 paired end sequencing,False,2012-04-17,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,IB5341-sc-2011-12-22T14:00:47Z-1328660,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,7468_7#55,,,,,,,,,2009,
SRX9636145,SRR13202891,SAMN16940850,SAMN16940850,SRS7836033,ILLUMINA,Illumina MiSeq,PNCS011404,PAIRED,,WGS,GENOMIC,RANDOM,650614.0,226074793.0,,66254475;80415930,,,PHAC,2017-11-03,Canada,Illumina MiSeq sequencing,False,2020-12-06,False,,blood,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,PNCS011404,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|pulsenet_canada on 2020-12-06; Salmonella enterica subsp. enterica serovar Typhi,,,,,,,,,2017-11-03,
ERX322299,ERR349463,SAMEA2152074,SAMEA2152074,ERS325256,ILLUMINA,Illumina HiSeq 2000,7835594,PAIRED,231.0,WGS,GENOMIC,RANDOM,2262278.0,226227800.0,Wellcome Sanger Institute,72948862;75007374,,,,1995-01-01,Viet Nam,Illumina HiSeq 2000 paired end sequencing,False,2013-10-07,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,SBVW664-sc-2013-07-15T10:34:00Z-1661674,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10425_1#37,,,,,,,,,1995,
ERX333288,ERR360517,SAMEA1930167,SAMEA1930167,ERS330826,ILLUMINA,Illumina HiSeq 2000,7995603,PAIRED,201.0,WGS,GENOMIC,RANDOM,2262994.0,226299400.0,Wellcome Sanger Institute,72419237;75698731,,,,2002-01-01,Nigeria,Illumina HiSeq 2000 paired end sequencing,False,2013-10-28,False,,Not known,,Not known,Not known,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,FXVW026-sc-2013-07-29T13:46:53Z-1670991,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10592_2#69,,,,,,,,,2002,
SRX985841,SRR1963323,SAMN03469800,SAMN03469800,SRS900716,ILLUMINA,Illumina HiSeq 2500,81093,PAIRED,,WGS,GENOMIC,RANDOM,1148523.0,226316342.0,PHE,63606366;68115911,,,PHE,2014-09-01,United Kingdom: North of England,Illumina HiSeq 2500 sequencing,False,2015-06-05,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,81093.biosample,PHE,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica subsp I enterica serovar Typhi 81093,,,,,,,,,2014-09,
SRX10150945,SRR13764446,SAMN17937294,SAMN17937294,SRS8303257,ILLUMINA,Illumina MiSeq,PNCS006436,PAIRED,,WGS,GENOMIC,RANDOM,436364.0,226358027.0,,68932756;91616667,,,PHAC,2018-01-01,Canada,Illumina MiSeq sequencing,False,2021-03-01,False,,blood,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,PNCS006436,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|pulsenet_canada on 2021-02-23; Salmonella enterica subsp. enterica serovar Typhi,,,,,,,,,2018,
ERX333598,ERR360827,SAMEA2155921,SAMEA2155921,ERS327386,ILLUMINA,Illumina HiSeq 2000,7961070,PAIRED,235.0,WGS,GENOMIC,RANDOM,2263700.0,226370000.0,Wellcome Sanger Institute,71851649;74377531,,,,2013-01-01,Malawi,Illumina HiSeq 2000 paired end sequencing,False,2013-10-28,False,,Not known,,H58,H58,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,BKQ4JU-sc-2013-07-18T13:22:04Z-1668705,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,Not known,,,,,,,,,10607_2#35,,,,,,,,,2013,
SRX11639005,SRR15334714,SAMN20527504,SAMN20527504,SRS9672619,ILLUMINA,Illumina HiSeq 2500,strain,PAIRED,,WGS,GENOMIC,RANDOM,1160296.0,226485671.0,,73662240;75733311,,,PHE,2021-02-01,United Kingdom: United Kingdom,Illumina HiSeq 2500 sequencing,False,2021-08-25,False,,human,,Typhi,Typhi,,,enterica,,90370,Salmonella enterica subsp. enterica serovar Typhi,1104768.biosample,,,,,,,Homo sapiens,9606.0,,,,,,,,,,Salmonella enterica enterica serovar Salmonella Typhi 1104768,,,,,,,,,2021-02,
ERX5755342,ERR6118117,SAMEA9253034,SAMEA9253034,ERS6987680,ILLUMINA,NextSeq 500,unspecified,PAIRED,350.0,WGS,GENOMIC,RT-PCR,1082858.0,226653267.0,CHRISTIAN MEDICAL COLLEGE,73693420;79196729,,,,2019-01-01,India,NextSeq 500 paired end sequencing,False,2021-06-24,False,,,,,,,,,,90370,Salmonella enterica subsp. enterica serovar Typhi,V15362,CHRISTIAN MEDICAL COLLEGE,,,,,,Homo sapiens,9606.0,healthy,,,,,,,,,Genomic surveillance of Salmonella Typhi,,,,,,,,,2019,
ERX4101231,ERR4133917,SAMEA6824562,SAMEA6824562,ERS4552191,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,RANDOM,433198.0,227347717.0,University of Oxford,86697335;103870194,,,,2008-01-01,Nepal,Illumina MiSeq paired end sequencing,False,2020-05-14,False,,blood,,,,,,,,220341,Salmonella enterica subsp. enterica serovar Typhi str. CT18,01TY077,University of Oxford,,,,,,human,9606.0,diseased,,,,,,,,,01TY077,,,,,,,,,2008,
