accession_id,FLUOROQUINOLONE
SRR12733040,none
SRR12733043,none
SRR12733057,none
SRR12733111,none
SRR12733116,none
SRR12734346,qnrB19
SRR12734630,none
SRR12734631,none
SRR12734632,none
SRR12734634,none
SRR12734637,none
SRR12734638,none
SRR12734643,none
SRR12734645,none
SRR12734646,none
SRR12739626,none
SRR12739629,none
SRR12739630,none
SRR12739632,none
SRR12739633,none
SRR12739634,none
SRR12739636,none
SRR12739637,none
SRR12739639,none
SRR12739641,none
SRR12739643,none
SRR12739645,none
SRR12740352,none
SRR12740650,none
SRR12743423,none
SRR12749148,qnrS1
SRR12749482,none
SRR12749498,none
SRR12761342,none
SRR12764657,none
SRR12765746,none
SRR12765747,none
SRR12765749,none
SRR12765751,none
SRR12765754,none
SRR12768070,none
SRR12768288,none
SRR12768291,none
SRR12768399,none
SRR12768410,none
SRR12768416,none
SRR12768420,none
SRR12768425,none
SRR12768432,none
SRR12768434,none
SRR12768445,none
SRR12768449,none
SRR12769974,gyrA_D87Y
SRR12769990,none
SRR12769993,none
SRR12770014,none
SRR12770022,none
SRR12770035,none
SRR12770052,none
SRR12770059,none
SRR12770072,none
SRR12770076,none
SRR12770086,none
SRR12770126,none
SRR12770128,none
SRR12770131,none
SRR12770132,none
SRR12770139,none
SRR12770150,none
SRR12770156,none
SRR12770160,none
SRR12770179,none
SRR12770180,none
SRR12770190,none
SRR12770195,none
SRR12770202,none
SRR12770215,qnrB19
SRR12770242,none
SRR12770255,none
SRR12770260,none
SRR12770282,none
SRR12770286,none
SRR12770301,none
SRR12770302,none
SRR12770307,none
SRR12770316,none
SRR12770317,none
SRR12774079,none
SRR12775681,none
SRR12775682,none
SRR12782038,none
SRR12795799,none
SRR12798237,none
SRR12798239,none
SRR12798272,none
SRR12799174,none
SRR12799209,none
SRR12799274,none
SRR12799299,none
SRR12799303,none
SRR12804021,none
SRR12804170,none
SRR12806904,none
SRR12806912,none
SRR12806928,none
SRR12806932,none
SRR12806935,none
SRR12806941,none
SRR12806944,none
SRR12806961,none
SRR12811519,none
SRR12817644,none
SRR12817828,none
SRR12817882,none
SRR12819711,none
SRR12819717,none
SRR12819720,none
SRR12819722,none
SRR12819725,none
SRR12819781,none
SRR12819795,none
SRR12819798,none
SRR12819800,none
SRR1282365,none
SRR1282379,none
SRR1282380,none
SRR1282398,none
SRR12825281,none
SRR12826278,none
SRR12826313,none
SRR12826327,none
SRR12826366,none
SRR12828222,none
SRR12831475,none
SRR12845395,none
SRR12845398,none
SRR12845399,none
SRR12845401,none
SRR12845402,none
SRR12845406,none
SRR12845560,none
SRR12845602,none
SRR1284678,none
SRR1284687,none
SRR12851359,none
SRR12851367,none
SRR12851368,none
SRR12851370,none
SRR12851371,none
SRR12851372,none
SRR12851376,none
SRR12851391,none
SRR12864836,none
SRR12882775,none
SRR12884295,none
SRR12884615,none
SRR12885490,none
SRR12885493,none
SRR12885496,none
SRR12885497,none
SRR12885498,none
SRR12885499,none
SRR12885505,none
SRR12885507,none
SRR12885508,none
SRR12887407,none
SRR12887417,none
SRR12887425,none
SRR12887527,none
SRR12899007,gyrA_S83Y
SRR12903400,none
SRR12903401,none
SRR12903403,none
SRR12903404,none
SRR12903407,none
SRR12916522,none
SRR12916524,none
SRR12916532,none
SRR12916542,none
SRR12916547,gyrA_D87Y
SRR12921153,none
SRR1292234,none
SRR1292237,none
SRR1292243,none
SRR1292248,none
SRR1292251,none
SRR1292252,none
SRR1292253,none
SRR1292255,none
SRR1292257,none
SRR1292266,none
SRR1292270,none
SRR1292271,none
SRR1292274,none
SRR1292277,none
SRR1292307,none
SRR1292318,none
SRR1292321,none
SRR1292325,none
SRR1292329,none
SRR12926458,none
SRR12938512,none
SRR12939111,none
SRR12949923,none
SRR12954291,none
SRR12956696,none
SRR12956703,none
SRR12956711,gyrA_D87Y
SRR12956722,none
SRR12956727,none
SRR12956730,none
SRR12956956,none
SRR12959004,none
SRR12959025,none
SRR12959029,none
SRR12966967,none
SRR12967237,none
SRR12967243,none
SRR12967288,none
SRR12967296,none
SRR12967356,qnrB19
SRR12967633,none
SRR12967649,none
SRR12971488,none
SRR1297205,none
SRR1297209,none
SRR12973931,none
SRR12974217,gyrA_S83F
SRR12976470,none
SRR12976634,none
SRR12980310,none
SRR12982324,none
SRR12991096,none
SRR12991879,none
SRR12991919,none
SRR12991921,none
SRR12991924,none
SRR1299276,none
SRR1299281,none
SRR1299285,none
SRR1299289,none
SRR1299298,none
SRR1299353,none
SRR1299391,none
SRR1299419,none
SRR13001991,none
SRR13004998,none
SRR1300563,none
SRR1300575,none
SRR1300608,none
SRR1300625,none
SRR1300630,none
SRR1300636,none
SRR1300662,none
SRR1300665,none
SRR1300679,none
SRR1300680,none
SRR1300696,none
SRR1300711,none
SRR1300725,none
SRR1300736,none
SRR13008650,none
SRR13008651,none
SRR13008654,none
SRR13008659,none
SRR13017789,none
SRR13017828,none
SRR13018936,none
SRR13018942,none
SRR13019248,none
SRR13019249,none
SRR13020599,qnrD1
SRR13024516,none
SRR1302799,none
SRR1302800,none
SRR1302804,none
SRR1302807,none
SRR1302842,none
SRR1302848,none
SRR1302862,none
SRR1302863,none
SRR1302866,none
SRR13037801,none
SRR13049829,none
SRR13050262,none
SRR13050263,none
SRR13050271,none
SRR13050839,none
SRR13056856,none
SRR13056857,none
SRR13056861,qnrS1
SRR13056863,none
SRR13058065,none
SRR13058066,none
SRR13058071,none
SRR13058076,none
SRR13058080,none
SRR13058086,none
SRR13058112,none
SRR13058117,none
SRR13061480,none
SRR13068397,none
SRR13068949,none
SRR13081914,none
SRR13081916,none
SRR13081921,none
SRR13081924,none
SRR13088103,none
SRR13088105,none
SRR13091825,none
SRR13091827,none
SRR13091832,none
SRR13091838,none
SRR13093779,none
SRR13093789,none
SRR13093799,none
SRR13093804,none
SRR13094602,none
SRR13107633,none
SRR13107641,none
SRR13111133,none
SRR13111147,none
SRR13111174,none
SRR13111175,none
SRR13120363,none
SRR13120368,none
SRR13128526,none
SRR13132115,none
SRR13138250,none
SRR13138262,none
SRR13138265,none
SRR13143752,none
SRR13144385,none
SRR13153626,none
SRR13153627,none
SRR13153671,none
SRR13153672,none
SRR13153673,none
SRR13153676,none
SRR13153677,none
SRR13153680,none
SRR13153681,none
SRR13153682,none
SRR13158552,none
SRR13158572,none
SRR13159545,none
SRR13159554,none
SRR13159556,none
SRR13159560,none
SRR13159565,none
SRR13176927,none
SRR13176928,none
SRR13176931,none
SRR13176932,none
SRR13176949,none
SRR13176963,none
SRR13176972,none
SRR13176975,none
SRR13176978,none
SRR13176980,none
SRR13187401,none
SRR13187404,none
SRR13187419,none
SRR13187431,none
SRR13187602,none
SRR13189194,qnrS1
SRR13198879,none
SRR13200044,none
SRR13200047,none
SRR13202540,none
SRR13202541,none
SRR13202546,none
SRR13202873,none
SRR13202879,none
SRR13202948,none
SRR13202960,none
SRR13202964,none
SRR13202990,none
SRR13202991,none
SRR13202993,none
SRR13203026,none
SRR13203035,none
SRR13203041,none
SRR13208178,none
SRR13208182,none
SRR13208196,none
SRR13208425,none
SRR13208888,gyrA_S83F
SRR13209723,none
SRR13209729,none
SRR13209770,none
SRR13209782,none
SRR13209791,none
SRR13218632,none
SRR13218633,none
SRR13218640,none
SRR13218645,none
SRR13220448,none
SRR13220489,none
SRR13220629,none
SRR13220784,gyrA_D87N
SRR13221478,none
SRR13221487,none
SRR13221494,none
SRR13221842,none
SRR13228998,none
SRR13234140,none
SRR13239213,none
SRR13239214,none
SRR13239218,none
SRR13241905,none
SRR13241908,none
SRR13241923,none
SRR13243588,none
SRR13243604,none
SRR13243606,none
SRR13244864,none
SRR13244883,none
SRR13244893,none
SRR13244900,none
SRR13245217,none
SRR13245264,none
SRR13246090,none
SRR13246117,none
SRR13247952,none
SRR13248027,none
SRR13248028,none
SRR13248045,none
SRR13248189,none
SRR13248193,none
SRR13268950,none
SRR13268992,none
SRR13269003,none
SRR13269026,none
SRR13271326,none
SRR13271335,none
SRR13271345,none
SRR13272449,none
SRR13274822,none
SRR13274836,none
SRR13276786,none
SRR13277070,gyrA_D87N
SRR13277870,none
SRR13285878,none
SRR13286670,none
SRR13290182,none
SRR13290184,none
SRR13290199,none
SRR13290215,none
SRR13292049,none
SRR13295332,none
SRR13302557,none
SRR13302559,none
SRR13302560,none
SRR13302561,none
SRR13302646,none
SRR13302649,none
SRR13306487,none
SRR13306490,none
SRR13310516,none
SRR13314873,none
SRR13314878,none
SRR13321451,none
SRR13321470,none
SRR13321667,none
SRR13321669,none
SRR13321672,none
SRR13330747,none
SRR13330835,none
SRR13330844,none
SRR13332526,none
SRR13333418,none
SRR1333862,none
SRR1333868,none
SRR1333874,none
SRR1333882,none
SRR1333883,none
SRR1333884,none
SRR1333887,none
SRR1333888,none
SRR13340766,none
SRR13340784,none
SRR13340857,none
SRR13340872,none
SRR1334122,none
SRR1334127,none
SRR1334128,none
SRR1334130,none
SRR1334133,none
SRR1334135,none
SRR1334170,none
SRR1334174,none
SRR1334176,none
SRR1334289,none
SRR1334290,none
SRR1334368,none
SRR1334373,none
SRR1334381,none
SRR1334481,none
SRR1334483,none
SRR1334487,none
SRR1334488,none
SRR1334555,none
SRR1334558,none
SRR1334562,none
SRR1334563,none
SRR1334633,none
SRR1334634,none
SRR1334665,none
SRR1334666,none
SRR1334671,none
SRR1334675,none
SRR1334786,none
SRR1334788,none
SRR13349538,none
SRR13350391,none
SRR13357517,none
SRR13357518,none
SRR13357524,none
SRR13358159,none
SRR13362225,none
SRR13362232,none
SRR13362268,none
SRR13362284,none
SRR13362285,none
SRR13367254,gyrA_D87Y
SRR13368772,none
SRR13368786,none
SRR13370948,none
SRR13370950,none
SRR13370952,none
SRR13371006,none
SRR13380246,none
SRR13380555,none
SRR13380559,none
SRR13386732,qnrB19
SRR13386741,none
SRR13387163,none
SRR13387183,none
SRR13389110,none
SRR13389116,none
SRR13389123,none
SRR13389128,none
SRR13389355,none
SRR13389359,none
SRR13394378,none
SRR13394386,none
SRR13403367,none
SRR13403776,qnrB2
SRR13403779,none
SRR13403799,none
SRR13404728,none
SRR13404729,qnrS1
SRR13404746,none
SRR13420029,none
SRR13420031,none
SRR13420033,none
SRR13426366,none
SRR13426370,none
SRR13426750,none
SRR13426752,none
SRR13439130,none
SRR13439135,none
SRR13439136,none
SRR13439141,none
SRR13439322,none
SRR13444600,none
SRR13444770,none
SRR13447001,none
SRR13447004,none
SRR13447005,none
SRR13447008,none
SRR13448595,none
SRR13448605,none
SRR13448611,none
SRR13450233,none
SRR1346240,none
SRR1346241,none
SRR1346255,none
SRR1346258,none
SRR1346262,none
SRR1346265,none
SRR1346271,none
SRR1346272,none
SRR1346274,none
SRR1346277,none
SRR1346281,none
SRR1346283,none
SRR1346284,none
SRR1346287,none
SRR1346288,none
SRR1346291,none
SRR1346298,none
SRR1346302,none
SRR1346305,none
SRR1346307,none
SRR1346309,none
SRR1346310,none
SRR1346315,none
SRR1346316,none
SRR1346319,none
SRR1346320,none
SRR1346326,none
SRR13482424,none
SRR13482625,none
SRR13482634,none
SRR13482635,none
SRR13482637,none
SRR13485880,none
SRR13485884,none
SRR13485885,none
SRR13489450,none
SRR13498617,none
SRR13505155,none
SRR13508644,none
SRR13510363,none
SRR13510460,none
SRR13512960,none
SRR13512970,none
SRR13515370,none
SRR13515377,none
SRR13515385,none
SRR13518451,none
SRR13519888,none
SRR13519896,none
SRR13521717,none
SRR13521794,none
SRR13521824,none
SRR13530599,none
SRR13530605,none
SRR13530618,none
SRR13530636,none
SRR13530637,none
SRR13551841,none
SRR13551856,none
SRR13551857,none
SRR13562161,none
SRR13566034,none
SRR13568712,none
SRR13572479,qnrB19
SRR13572485,none
SRR13572490,none
SRR13573366,none
SRR13589112,none
SRR13589114,none
SRR13592144,none
SRR13592185,none
SRR13593707,none
SRR13602696,none
SRR13602698,none
SRR13602699,none
SRR13602700,none
SRR13602702,none
SRR13602705,none
SRR13602712,none
SRR13605049,none
SRR13605055,none
SRR13605056,none
SRR13605058,none
SRR13605059,none
SRR13605060,none
SRR13605062,none
SRR13605063,none
SRR13605065,none
SRR13605066,none
SRR13605926,none
SRR13614727,none
SRR13614764,none
SRR13614770,none
SRR13614777,none
SRR13614800,none
SRR13617570,none
SRR13617572,none
SRR13617574,none
SRR13617578,none
SRR13619521,none
SRR13619524,none
SRR13619527,none
SRR13619532,none
SRR13619535,none
SRR13620970,none
SRR13627493,none
SRR13627651,none
SRR13627654,none
SRR13627656,none
SRR13627659,none
SRR1363280,none
SRR1363284,none
SRR1363288,none
SRR1363302,none
SRR1363305,none
SRR13633133,none
SRR13633139,none
SRR1363319,none
SRR1363321,none
SRR1363322,none
SRR1363323,none
SRR1363327,none
SRR1363331,none
SRR1363343,none
SRR1363353,none
SRR13633628,none
SRR13633631,none
SRR13633633,gyrA_D87Y
SRR13641942,none
SRR13643071,none
SRR13643073,none
SRR13643170,none
SRR13643460,none
SRR13643469,none
SRR13644322,none
SRR13644354,none
SRR13644374,none
SRR13644390,none
SRR13644466,none
SRR13644467,none
SRR13644468,none
SRR13644474,none
SRR13644477,none
SRR13644482,none
SRR13644484,none
SRR13645795,none
SRR13645797,none
SRR13645901,none
SRR13649595,none
SRR13649599,none
SRR13649610,none
SRR13649801,none
SRR13649810,none
SRR13649816,none
SRR13649853,none
SRR13649855,none
SRR13649856,none
SRR13649861,none
SRR13649866,none
SRR13651734,none
SRR13652287,none
SRR13652299,none
SRR13664867,none
SRR13665113,none
SRR13668375,none
SRR13670673,none
SRR13672954,none
SRR13672956,none
SRR13672960,none
SRR13672962,none
SRR13672968,none
SRR13672969,none
SRR13672976,none
SRR13672977,none
SRR13672979,none
SRR13672981,none
SRR13676732,none
SRR13676740,gyrA_S83F
SRR13676741,none
SRR13676844,none
SRR13676853,none
SRR13681160,none
SRR13681162,none
SRR13681163,none
SRR13685669,none
SRR13685676,none
SRR13685678,none
SRR13685684,none
SRR13685698,qnrS1
SRR13686137,none
SRR13690558,none
SRR13692087,none
SRR13692268,none
SRR13697449,none
SRR13698608,none
SRR13700295,none
SRR13700587,none
SRR13703364,none
SRR13703367,none
SRR13703368,none
SRR13711663,none
SRR13717510,none
SRR13717513,none
SRR13719198,none
SRR13724146,none
SRR13724183,none
SRR13725520,none
SRR13733891,none
SRR13733905,none
SRR13734463,none
SRR13734479,none
SRR13743420,none
SRR13743534,none
SRR13743535,none
SRR13743536,none
SRR13743537,none
SRR13743544,none
SRR13743546,none
SRR13744576,none
SRR13744579,none
SRR13745227,none
SRR13747347,none
SRR13747362,none
SRR13748085,none
SRR13755494,none
SRR13761573,none
SRR13761585,none
SRR13761586,none
SRR13761656,none
SRR13762536,none
SRR13762586,none
SRR13764615,none
SRR13764622,none
SRR13769643,none
SRR13769775,none
SRR13769777,none
SRR13769779,none
SRR13769780,none
SRR13769781,none
SRR13769782,none
SRR13769784,oqxA;oqxB
SRR13769788,none
SRR13769841,none
SRR13769842,none
SRR13769843,none
SRR13769844,none
SRR13769845,none
SRR13769846,none
SRR13769847,none
SRR13769848,none
SRR13769849,none
SRR13769850,none
SRR13769851,none
SRR13769852,none
SRR13769853,none
SRR13769854,none
SRR13769855,none
SRR13769856,none
SRR13769857,none
SRR13769858,none
SRR13769859,none
SRR13769860,none
SRR13769861,none
SRR13769862,none
SRR13769863,none
SRR13769864,none
SRR13769865,none
SRR13769916,none
SRR13769917,none
SRR13769919,none
SRR13769920,none
SRR13769921,none
SRR13769922,none
SRR13769924,none
SRR13769925,none
SRR13769926,none
SRR13769927,none
SRR13769928,none
SRR13769929,none
SRR13769930,none
SRR13769931,none
SRR13769933,none
SRR13769934,none
SRR13769935,none
SRR13769936,none
SRR13769937,none
SRR13769940,none
SRR13769941,none
SRR13769942,none
SRR13770636,none
SRR13770637,gyrA_D87N
SRR13770638,none
SRR13770639,none
SRR13770640,none
SRR13770641,none
SRR13770642,none
SRR13770643,none
SRR13770644,none
SRR13770645,gyrA_S83Y
SRR13770912,none
SRR13770913,none
SRR13770914,none
SRR13770915,none
SRR13770916,none
SRR13770917,none
SRR13770918,none
SRR13770920,none
SRR13770921,none
SRR13770922,none
SRR13770923,none
SRR13770924,none
SRR13770925,none
SRR13770926,gyrA_D87N
SRR13770927,none
SRR13770928,none
SRR13770929,none
SRR13770930,none
SRR13771199,none
SRR13771200,none
SRR13771201,none
SRR13771202,none
SRR13771203,none
SRR13771204,none
SRR13771205,none
SRR13771206,none
SRR13771207,none
SRR13771208,none
SRR13771209,none
SRR13771210,none
SRR13771211,none
SRR13771212,none
SRR13771213,none
SRR13771214,none
SRR13771215,none
SRR13771216,none
SRR13772103,none
SRR13772112,none
SRR13772131,none
SRR13776103,none
SRR13776104,none
SRR13776105,none
SRR13776106,none
SRR13776107,none
SRR13776108,none
SRR13776109,none
SRR13776111,none
SRR13776112,none
SRR13776113,none
SRR13776114,none
SRR13776115,none
SRR13776116,none
SRR13776117,none
SRR13776118,none
SRR13776119,none
SRR13776120,none
SRR13776121,none
SRR13776122,none
SRR13776123,none
SRR13776247,none
SRR13776248,none
SRR13776249,none
SRR13776250,none
SRR13776251,none
SRR13776252,none
SRR13776253,none
SRR13776254,none
SRR13776255,none
SRR13776256,none
SRR13776257,none
SRR13776258,none
SRR13776259,none
SRR13776260,none
SRR13776261,none
SRR13776262,none
SRR13776263,none
SRR13776264,none
SRR13776265,none
SRR13776266,none
SRR13776397,none
SRR13776398,none
SRR13776399,none
SRR13776400,none
SRR13776402,none
SRR13776404,none
SRR13776406,none
SRR13776408,none
SRR13776409,none
SRR13776410,none
SRR13776411,none
SRR13776413,none
SRR13776415,none
SRR13776416,none
SRR13777651,none
SRR13777658,none
SRR13777661,none
SRR13777666,none
SRR13777667,none
SRR13777668,none
SRR13777669,none
SRR13777670,none
SRR13777672,none
SRR13777674,none
SRR13777675,none
SRR13777676,none
SRR13777677,none
SRR13777680,none
SRR13777681,none
SRR13777682,none
SRR13777683,none
SRR13777684,none
SRR13777685,none
SRR13777686,none
SRR13777688,qnrS1
SRR13777689,none
SRR13779171,none
SRR13779174,none
SRR13779178,none
SRR13779182,none
SRR13784816,none
SRR13784875,none
SRR13784886,none
SRR13784894,none
SRR13785552,gyrA_D87Y
SRR13785956,none
SRR13790681,none
SRR13790761,none
SRR13790771,none
SRR13790775,none
SRR13790796,none
SRR13791044,none
SRR1379611,none
SRR1379612,none
SRR1379613,none
SRR1379614,none
SRR1379615,none
SRR1379616,none
SRR1379617,none
SRR1379618,none
SRR1379619,none
SRR1379620,none
SRR1379621,none
SRR1379622,none
SRR1379623,none
SRR1379624,none
SRR1379625,none
SRR1379626,none
SRR13796387,none
SRR13796390,none
SRR13796392,none
SRR13796396,none
SRR13796405,none
SRR13796443,none
SRR13810969,none
SRR13811197,none
SRR13811207,none
SRR13811214,none
SRR13811289,none
SRR13811791,none
SRR13811792,gyrA_D87N;qnrS1
SRR13811793,none
SRR13811806,none
SRR13811816,none
SRR13817862,none
SRR13820478,none
SRR13826882,none
SRR13826886,none
SRR13826890,none
SRR13826892,none
SRR13826895,none
SRR13826902,none
SRR13826903,none
SRR13826920,none
SRR13826924,none
SRR13826927,none
SRR13827037,none
SRR13827052,none
SRR13827060,none
SRR13827069,none
SRR13827088,none
SRR13833589,none
SRR13842583,none
SRR13842597,none
SRR1384499,none
SRR1384500,none
SRR1384627,none
SRR1384652,none
SRR1384778,none
SRR1384853,none
SRR13849696,none
SRR13849706,none
SRR13849711,none
SRR13849716,none
SRR13849811,none
SRR13849813,none
SRR13849819,none
SRR13849824,none
SRR13849828,none
SRR13849831,none
SRR13849832,qnrS1
SRR13849853,none
SRR1385145,none
SRR1385147,none
SRR1385149,none
SRR13855999,none
SRR13856011,none
SRR13856193,none
SRR13856198,none
SRR13856205,none
SRR13856212,none
SRR13856236,none
SRR13856238,none
SRR13856240,none
SRR13856243,none
SRR13856247,none
SRR13856248,none
SRR13856881,none
SRR13856904,none
SRR13858267,none
SRR13858273,none
SRR13858288,none
SRR13858294,none
SRR13858295,gyrA_S83Y
SRR13859455,none
SRR13865004,none
SRR13865014,none
SRR13865018,none
SRR13865022,none
SRR13866136,none
SRR13866138,none
SRR13866139,none
SRR13866141,none
SRR13866549,none
SRR13866554,none
SRR13866555,none
SRR13866559,none
SRR13866561,none
SRR13866562,none
SRR13866563,none
SRR13866572,none
SRR13866632,none
SRR13866639,none
SRR13866642,none
SRR13866644,none
SRR13883604,none
SRR13883626,none
SRR13884927,none
SRR13884931,none
SRR13884933,none
SRR13913519,none
SRR13913521,none
SRR13913526,none
SRR13913537,none
SRR13918104,none
SRR13918123,none
SRR13918129,none
SRR13918180,none
SRR13927672,none
SRR13927904,none
SRR13927912,none
SRR13933724,none
SRR13933745,none
SRR13933746,none
SRR13934527,none
SRR13934530,none
SRR13934541,none
SRR13934550,none
SRR13938612,none
SRR13938613,qnrB19
SRR13938618,none
SRR13943432,none
SRR13943443,none
SRR13944369,none
SRR13944383,none
SRR13952785,none
SRR13952789,none
SRR13952796,none
SRR13952797,none
SRR13952800,none
SRR1395306,none
SRR1395314,none
SRR13953183,none
SRR13953185,none
SRR13953187,none
SRR1395322,none
SRR1395324,none
SRR13963361,none
SRR13964510,none
SRR13964514,none
SRR13964521,none
SRR13964528,none
SRR13964532,none
SRR13964535,none
SRR13964685,none
SRR13966495,none
SRR13966498,none
SRR13966502,none
SRR13966506,none
SRR13966507,none
SRR13966509,none
SRR13966519,none
SRR13976670,none
SRR13976672,none
SRR13978097,none
SRR13978122,none
SRR13978510,none
SRR13978512,none
SRR13978522,none
SRR13978531,none
SRR13978532,none
SRR13978651,none
SRR13978654,none
SRR13978664,none
SRR13978667,none
SRR13978670,none
SRR13979399,none
SRR13979404,none
SRR13979428,none
SRR13979436,none
SRR13980374,none
SRR13980388,none
SRR13980389,none
SRR13980390,none
SRR13980391,none
SRR13981734,none
SRR13994892,none
SRR13997637,none
SRR13997638,none
SRR13997646,none
SRR13997648,qnrS1
SRR13997650,none
SRR13997860,none
SRR13997881,none
SRR13998246,none
SRR13998360,none
SRR13998366,none
SRR13998371,none
SRR13998372,none
SRR13998379,none
SRR13999276,none
SRR13999317,none
SRR14001988,none
SRR14001989,none
SRR14002011,none
SRR14002031,none
SRR14002035,gyrA_S83Y
SRR14002036,none
SRR14002340,none
SRR14002342,none
SRR14002344,none
SRR14002345,none
SRR14005241,none
SRR14005242,none
SRR14008786,none
SRR14008797,none
SRR14008805,none
SRR14008810,none
SRR14009196,none
SRR14009198,none
SRR14009199,none
SRR14009200,none
SRR14009215,none
SRR14009239,none
SRR14009324,none
SRR14009344,none
SRR14017984,none
SRR14017999,none
SRR14028020,qnrB19
SRR14028022,none
SRR14028030,none
SRR14028657,none
SRR14028660,none
SRR14029537,none
SRR14029545,qnrB19;oqxA;oqxB
SRR14029546,none
SRR14029670,none
SRR14035740,none
SRR14049347,qnrS1
SRR14050139,none
SRR14050141,gyrA_S83F
SRR14050142,none
SRR14053667,none
SRR14054433,none
SRR14054565,none
SRR14054577,none
SRR14063558,none
SRR14068987,none
SRR14069003,none
SRR14083579,none
SRR14083856,none
SRR14083862,none
SRR14084229,none
SRR14084234,none
SRR14084242,none
SRR14084267,none
SRR14084416,none
SRR14084417,none
SRR14084418,none
SRR14092105,none
SRR14092119,none
SRR14094933,none
SRR14095157,none
SRR14095472,none
SRR14097334,none
SRR14097337,none
SRR14097342,none
SRR14097365,none
SRR14097611,none
SRR14097623,none
SRR14102884,none
SRR14102886,none
SRR14102894,qnrB19;oqxA;oqxB
SRR14102906,none
SRR14109644,none
SRR14110655,none
SRR1411109,none
SRR1411110,none
SRR1411112,none
SRR1411118,none
SRR1411124,none
SRR1411133,none
SRR1411164,none
SRR1411175,none
SRR1411179,none
SRR14120188,none
SRR14130595,none
SRR14130615,none
SRR14131083,none
SRR14153516,none
SRR14154032,none
SRR14154047,none
SRR14154516,none
SRR14163381,none
SRR14163447,none
SRR14163453,none
SRR14163454,none
SRR14168455,none
SRR14183435,none
SRR14197022,none
SRR14197030,none
SRR14197048,none
SRR14197049,none
SRR14197178,none
SRR14197179,none
SRR14197180,none
SRR14197181,none
SRR14197350,none
SRR14197351,none
SRR14197352,none
SRR14197353,none
SRR14197354,none
SRR14197355,none
SRR14197356,none
SRR14197357,none
SRR14197392,none
SRR14197395,none
SRR14197563,none
SRR14197575,none
SRR14197576,none
SRR14197577,none
SRR14197578,none
SRR14197579,none
SRR14197580,none
SRR14197581,none
SRR14197582,none
SRR14197583,none
SRR14197584,none
SRR14197585,none
SRR14197586,none
SRR14197587,none
SRR14197588,none
SRR14197589,none
SRR14197590,none
SRR14197591,none
SRR14198899,none
SRR14215681,none
SRR14215708,none
SRR14217352,gyrA_D87Y
SRR14217355,none
SRR14217360,none
SRR14219215,none
SRR14219227,none
SRR14219230,none
SRR14219456,none
SRR14219465,none
SRR14219571,none
SRR14219572,none
SRR14219574,none
SRR14231303,none
SRR14231305,none
SRR14231309,none
SRR14231313,none
SRR14232252,none
SRR14232296,none
SRR14232308,none
SRR14239739,none
SRR14239742,none
SRR14239746,none
SRR14239747,none
SRR14239758,none
SRR14239760,none
SRR14246931,none
SRR14246941,none
SRR14246993,none
SRR14247000,none
SRR14247003,none
SRR14247018,gyrA_S83Y;qnrB19
SRR1425241,none
SRR1425276,none
SRR1425280,none
SRR1425282,none
SRR1425283,none
SRR1425300,gyrA_S83F
SRR14253852,none
SRR14253860,gyrA_S83F
SRR14253867,none
SRR14253872,gyrA_S83Y
SRR14255419,none
SRR14255498,none
SRR14255509,none
SRR14271567,none
SRR14274485,none
SRR14274506,none
SRR1427716,none
SRR14280571,none
SRR14280573,none
SRR14280584,none
SRR14280586,none
SRR14280630,none
SRR14280634,none
SRR14280642,none
SRR14280644,none
SRR14284274,none
SRR14288888,gyrA_D87N
SRR14288995,none
SRR14288999,none
SRR14289006,none
SRR14289011,none
SRR14295627,none
SRR14298162,none
SRR14311521,none
SRR14311523,none
SRR14334180,none
SRR14334848,none
SRR14338503,none
SRR14338507,none
SRR14338514,none
SRR14338600,none
SRR14338606,qnrS1
SRR14338626,none
SRR14338633,none
SRR14338640,none
SRR14338725,none
SRR14338726,none
SRR14338737,none
SRR14338747,none
SRR14340993,none
SRR14340994,none
SRR14340995,none
SRR14341003,none
SRR14342129,none
SRR14342131,none
SRR14342132,none
SRR14342134,none
SRR14342135,none
SRR14342136,none
SRR14342137,none
SRR14342138,none
SRR14342139,none
SRR14342140,none
SRR14346613,none
SRR14346615,none
SRR14346627,none
SRR14347907,none
SRR14354875,none
SRR14354905,none
SRR14362021,none
SRR14362030,none
SRR14371098,none
SRR14371886,none
SRR14371904,none
SRR14376389,none
SRR14376422,none
SRR14376424,none
SRR14421786,none
SRR14434435,none
SRR14434436,none
SRR14434437,none
SRR14434439,none
SRR14434441,none
SRR14434442,none
SRR14434443,none
SRR14434444,none
SRR14434445,none
SRR14434446,none
SRR14434447,none
SRR14434448,none
SRR14434450,none
SRR14434451,none
SRR14434452,none
SRR14434454,none
SRR14434455,none
SRR14434456,none
SRR14434459,gyrA_S83F
SRR14434461,none
SRR14434715,none
SRR14434719,gyrA_S83Y
SRR14459468,none
SRR14460150,none
SRR14460676,none
SRR14460677,none
SRR14460694,none
SRR14460728,none
SRR14460767,none
SRR14464609,none
SRR14464610,none
SRR14465953,none
SRR14465956,none
SRR14465972,none
SRR14465993,none
SRR14465997,none
SRR14466008,none
SRR14466014,none
SRR14466019,none
SRR14466704,none
SRR14466711,none
SRR14466715,none
SRR14472216,none
SRR14481131,none
SRR14481517,none
SRR14481519,none
SRR14482361,none
SRR14482382,none
SRR1448859,none
SRR1448867,none
SRR1448873,none
SRR1448878,none
SRR1448889,none
SRR1448939,none
SRR14511790,none
SRR14512819,none
SRR14516041,none
