experiment_accession,run_accession,accession,sample_accession,secondary_sample_accession,instrument_platform,instrument_model,library_name,library_layout,nominal_length,library_strategy,library_source,library_selection,read_count,base_count,center_name,fastq_bytes,cell_line,cell_type,collected_by,collection_date,country,description,environmental_sample,first_public,germline,identified_by,isolation_source,location,serotype,serovar,sex,submitted_sex,sub_species,tissue_type,tax_id,scientific_name,sample_alias,center_name_1,sampling_campaign,sampling_site,sampling_platform,protocol_label,project_name,host,host_tax_id,host_status,host_sex,submitted_host_sex,host_body_site,host_gravidity,investigation_type,experimental_factor,sample_collection,sequencing_method,sample_title,sample_material,taxonomic_identity_marker,completeness_score,contamination_score,binning_software,lat,lon,sample_capture_status,collection_date_submitted,submission_tool
SRX11362716,SRR15052337,SAMN19658455,SAMN19658455,SRS9409046,ILLUMINA,Illumina HiSeq 1000,95576,PAIRED,,WGS,GENOMIC,RANDOM,1229179.0,368231481.0,,103755029;107786083,,,University of Manitoba,2011-01-01,Canada: Manitoba,Illumina HiSeq 1000 sequencing,False,2021-07-08,False,,urine,,,,,,,,550,Enterobacter cloacae,95576,,,,,,,Homo sapiens,9606.0,,female,female,,,,,,,This sample has been submitted by pda|umgoldea on 2021-07-07; Enterobacter cloacae,,,,,,,,,2011-01-01,
ERX1686417,ERR1616028,SAMEA4427087,SAMEA4427087,ERS1338536,ILLUMINA,Illumina HiSeq 2500,unspecified,PAIRED,375.0,WGS,GENOMIC,unspecified,1823028.0,368251656.0,Amphia Hospital,156568941;160119198,,,,,Netherlands,Illumina HiSeq 2500 paired end sequencing; EXP-12-1-2016-09-08_11-31-28,False,2016-10-13,False,,,,,,,,,,1902661,Enterobacter cloacae complex sp. SCK30-39,SCK30-39,Amphia Hospital,,,,,,Homo sapiens,9606.0,,,,,,,,,,SCK30-39,,,,,,,,,not available,
SRX13481144,SRR17304122,SAMN24020442,SAMN24020442,SRS11377388,ILLUMINA,Illumina HiSeq 2500,29181,PAIRED,,WGS,GENOMIC,RANDOM,1841694.0,368338800.0,SUB10689301,116378887;119281838,,,,2014-06-14,United Kingdom,Illumina HiSeq 2500 sequencing; Whole Genome Sequencing of pathogenic bacterial for AMR surveillance,False,2022-02-09,False,,,,,,,,,,550,Enterobacter cloacae,29181,SUB10689301,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|hassan.hartman@orcid on 2022-02-09; Enterobacter cloacae,,,,,,,,,2014-06-14,
DRX192393,DRR201994,SAMD00197869,SAMD00197869,DRS122139,ILLUMINA,Illumina MiSeq,,PAIRED,600.0,WGS,GENOMIC,RANDOM,657871.0,368393614.0,JUNTENDO,139148006;161099851,,,,2018-01-01,Japan:Tokyo,Illumina MiSeq paired end sequencing; Illumina MiSeq paired end sequencing of SAMD00197869,False,2020-02-09,False,,,35.68 N 139.7 E,,,,,xiangfangensis,,1296536,Enterobacter hormaechei subsp. xiangfangensis,SAMD00197869,JUNTENDO,,,,,carbapenem-resistant and colistin-non-resistant Enterobacter cloacae complex in Japan,Homo sapiens,9606.0,,,,,,,,,,carbapenem-resistant and colistin- non-resistant Enterobacter xiangfangensis A2536,,,,,,35.68,139.7,,2018,
SRX9058037,SRR12570009,SAMN15813845,SAMN15813845,SRS7307324,ILLUMINA,NextSeq 550,FQ152,PAIRED,,WGS,GENOMIC,RANDOM,1382869.0,368431762.0,SUB8083657,102966077;106070306,,,Hamad Medical Corporation,2017-09-05,Qatar:Doha,NextSeq 550 sequencing; Whole genome sequencing approach to characterize the ESBL and carbapenemase Producing Enterobacteriaceae from Hamad Medical Corporation in Qatar,False,2020-10-31,False,,urine,25.28 N 51.53 E,,,,,,,550,Enterobacter cloacae,FQ152,SUB8083657,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|ctsui on 2020-10-31; Enterobacter cloacae,,,,,,25.28,51.53,,2017-09-05,
SRX9913157,SRR13501364,SAMN17487920,SAMN17487920,SRS8091037,ILLUMINA,Illumina NovaSeq 6000,CPO092_illumina,PAIRED,,WGS,GENOMIC,RANDOM,1232600.0,368473958.0,SUB8915051,117961006;118824985,,,"Department of Infectious Diseases, Monash University, Alfred Hospital",2018-01-22,Australia: Melbourne,Illumina NovaSeq 6000 sequencing; CPO092_illumina,False,2021-01-23,False,,wound,37.8136 S 144.9631 E,,,,,,,158836,Enterobacter hormaechei,CPO092,SUB8915051,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|nmacesic on 2021-01-23; Enterobacter hormaechei,,,,,,-37.8136,144.9631,,2018-01-22,
ERX3426465,ERR3402700,SAMEA104567496,SAMEA104567496,ERS2178780,ILLUMINA,HiSeq X Ten,DN508840H:D6,PAIRED,450.0,WGS,GENOMIC,RANDOM,2440472.0,368511272.0,Wellcome Sanger Institute,114392134;123074339,,,,2018-01-01,United Kingdom,HiSeq X Ten paired end sequencing,False,2019-06-28,False,,faecal,,,,,,,,208224,Enterobacter kobei,1d3cfb82-8749-11e7-a4ed-3c4a9275d6c8,Wellcome Sanger Institute,,,,,,human,9606.0,carriage,,,,,,,,,B00002_7_1,,,,,,,,,2018,
SRX11832768,SRR15534451,SAMN20867095,SAMN20867095,SRS9846274,ILLUMINA,Illumina MiSeq,SRIL-EKO1,PAIRED,,WGS,GENOMIC,RANDOM,785848.0,368525887.0,SUB10053915,140673986;150302427,,,UMCG,2019-01-01,Netherlands: Groningen,Illumina MiSeq sequencing; Whole-genome short-read sequencing of E. kobei,False,2021-08-25,False,,hospital drain,,,,,,,,208224,Enterobacter kobei,SAMNUEKO10619,SUB10053915,,,,,,,,,,,,,,,,,This sample has been submitted by pda|fleresg on 2021-08-23; Enterobacter kobei,,,,,,,,,2019,
ERX440197,ERR474366,SAMEA2273413,SAMEA2273413,ERS380808,ILLUMINA,Illumina HiSeq 2000,9135362,PAIRED,250.0,WGS,GENOMIC,RANDOM,1842808.0,368561600.0,Wellcome Sanger Institute,157147811;158480085,,,,2008-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-07,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0338-sc-1791975,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,11983_6#89,,,,,,,,,2008,
SRX11158666,SRR14829309,SAMN19658555,SAMN19658555,SRS9220063,ILLUMINA,Illumina HiSeq 1000,122658,PAIRED,,WGS,GENOMIC,RANDOM,1225641.0,368615791.0,,102565208;106107337,,,University of Manitoba,2017-03-11,Canada: Quebec,Illumina HiSeq 1000 sequencing,False,2021-06-17,False,,respiratory,,,,,,,,550,Enterobacter cloacae,122658,,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|umgoldea on 2021-06-17; Enterobacter cloacae,,,,,,,,,2017-03-11,
ERX1686541,ERR1616152,SAMEA4427118,SAMEA4427118,ERS1338567,ILLUMINA,Illumina HiSeq 2500,unspecified,PAIRED,375.0,WGS,GENOMIC,unspecified,1825091.0,368668382.0,Amphia Hospital,137405257;156663091,,,,,Netherlands,Illumina HiSeq 2500 paired end sequencing; EXP-43-1-2016-09-08_11-31-28,False,2016-10-13,False,,,,,,,,,,1902692,Enterobacter cloacae complex sp. SCP07-26,SCP07-26,Amphia Hospital,,,,,,Homo sapiens,9606.0,,,,,,,,,,SCP07-26,,,,,,,,,not available,
SRX13480938,SRR17303664,SAMN24020833,SAMN24020833,SRS11377180,ILLUMINA,Illumina HiSeq 2500,88481,PAIRED,,WGS,GENOMIC,RANDOM,1843789.0,368757800.0,SUB10689301,108280635;113801402,,,,2015-01-09,United Kingdom,Illumina HiSeq 2500 sequencing; Whole Genome Sequencing of pathogenic bacterial for AMR surveillance,False,2022-02-09,False,,,,,,,,,,550,Enterobacter cloacae,88481,SUB10689301,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|hassan.hartman@orcid on 2022-02-09; Enterobacter cloacae,,,,,,,,,2015-01-09,
ERX440233,ERR474402,SAMEA2273256,SAMEA2273256,ERS380651,ILLUMINA,Illumina HiSeq 2000,9136384,PAIRED,250.0,WGS,GENOMIC,RANDOM,1843861.0,368772200.0,Wellcome Sanger Institute,154791732;156260630,,,,2004-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-07,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0154-sc-1791790,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,11983_7#30,,,,,,,,,2004,
ERX440142,ERR474311,SAMEA2273353,SAMEA2273353,ERS380748,ILLUMINA,Illumina HiSeq 2000,9135355,PAIRED,250.0,WGS,GENOMIC,RANDOM,1844160.0,368832000.0,Wellcome Sanger Institute,156622778;157826310,,,,2006-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-07,False,,blood,,,,,,,,208224,Enterobacter kobei,MDR0270-sc-1791906,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,11983_6#33,,,,,,,,,2006,
ERX4785068,ERR4920159,SAMEA7472414,SAMEA7472414,ERS5230109,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,250.0,WGS,GENOMIC,size fractionation,1442038.0,368855135.0,CARDIFF UNIVERSITY,129474634;149690118,,,research nurses,2016-05-01,Nigeria,Illumina MiSeq paired end sequencing,False,2020-12-07,False,,,12.0 N 8.0 E,,,,,,,158836,Enterobacter hormaechei,NK-BB4866-I,CARDIFF UNIVERSITY,,,,,,human,9606.0,diseased,,,,,,,,,Gram-negative bacteria causing neonatal sepsis in LMIC,,,,,,12.0,8.0,,2015-17,
SRX12667974,SRR16464339,SAMN22366622,SAMN22366622,SRS10619774,ILLUMINA,Illumina MiSeq,CRE-21-VL-LA-PA-Ryan-0080,PAIRED,,WGS,GENOMIC,RANDOM,671841.0,368883110.0,SUB10528997,111674730;139340075,,,University of Pennsylvania School of Veterinary Medicine Ryan Veterinary Hospital,2021-06-22,USA:PA,Illumina MiSeq sequencing; NexteraXT library:Veterinary Pathogens,False,2021-10-23,False,,Feces (Canis lupus familiaris),,,,,,,,550,Enterobacter cloacae,CRE-21-VL-LA-PA-Ryan-0080,SUB10528997,,,,,Vet-LIRN,,,,,,,,,,,,This sample has been submitted by pda|lsu_laddl on 2021-10-19; Enterobacter cloacae,,,,,,,,,2021-06-22,
SRX14184432,SRR18031762,SAMN25989001,SAMN25989001,SRS12023986,ILLUMINA,Illumina HiSeq 4000,,PAIRED,,WGS,GENOMIC,unspecified,1230701.0,368884211.0,,75673327;76692910,,,ModMedMicOxford,2016-01-01,United Kingdom: Manchester,Illumina HiSeq 4000 sequencing,False,2022-02-23,False,,Patient or hospital wastewater site,,,,,,,,550,Enterobacter cloacae,MMMOSAM:a5d422bd-600b-47c0-a724-65866d6e2592,,,,,,,wastewater,,,,,,,,,,,Sequencing of isolates from wastewater sites and patients in 2016-2017,,,,,,,,,2016,
ERX3426480,ERR3402715,SAMEA104567513,SAMEA104567513,ERS2178797,ILLUMINA,HiSeq X Ten,DN508840H:C8,PAIRED,450.0,WGS,GENOMIC,RANDOM,2443952.0,369036752.0,Wellcome Sanger Institute,114456694;122536403,,,,2018-01-01,United Kingdom,HiSeq X Ten paired end sequencing,False,2019-06-28,False,,faecal,,,,,,,,158836,Enterobacter hormaechei,1dc74062-8749-11e7-a4ed-3c4a9275d6c8,Wellcome Sanger Institute,,,,,,human,9606.0,carriage,,,,,,,,,B00096_7_2,,,,,,,,,2018,
ERX452075,ERR486243,SAMEA2273473,SAMEA2273473,ERS380868,ILLUMINA,Illumina HiSeq 2000,9137927,PAIRED,224.0,WGS,GENOMIC,RANDOM,1846059.0,369211800.0,Wellcome Sanger Institute,161105399;161014417,,,,2001-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-22,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0019-sc-1792036,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,12045_5#53,,,,,,,,,2001,
ERX440275,ERR474444,SAMEA2273298,SAMEA2273298,ERS380693,ILLUMINA,Illumina HiSeq 2000,9136342,PAIRED,250.0,WGS,GENOMIC,RANDOM,1846526.0,369305200.0,Wellcome Sanger Institute,154995667;156324236,,,,2005-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-07,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0212-sc-1791850,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,11983_7#74,,,,,,,,,2005,
SRX11354323,SRR15043680,SAMN19658443,SAMN19658443,SRS9401244,ILLUMINA,Illumina HiSeq 1000,93220,PAIRED,,WGS,GENOMIC,RANDOM,1232038.0,369415587.0,,104366386;108530639,,,University of Manitoba,2010-02-07,Canada: Ontario,Illumina HiSeq 1000 sequencing,False,2021-07-08,False,,respiratory,,,,,,,,550,Enterobacter cloacae,93220,,,,,,,Homo sapiens,9606.0,,female,female,,,,,,,This sample has been submitted by pda|umgoldea on 2021-07-07; Enterobacter cloacae,,,,,,,,,2010-02-07,
ERX452571,ERR486739,SAMEA2273484,SAMEA2273484,ERS380879,ILLUMINA,Illumina HiSeq 2000,9164316,PAIRED,250.0,WGS,GENOMIC,RANDOM,1847684.0,369536800.0,Wellcome Sanger Institute,156730010;160424384,,,,2004-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-22,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0169-sc-1792047,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,12082_4#58,,,,,,,,,2004,
SRX11991259,SRR15695401,SAMN20966965,SAMN20966965,SRS9998806,ILLUMINA,Illumina MiSeq,E210,PAIRED,,WGS,GENOMIC,size fractionation,743073.0,369695450.0,SUB10257435,125190513;155527291,,,,,Singapore,Illumina MiSeq sequencing; Whole Genome Sequencing of Carbapenemase-producing Enterobacterales (CPE),False,2022-03-18,False,,,,,,,,,,550,Enterobacter cloacae,E210,SUB10257435,,,,,,,,,,,,,,,,,This sample has been submitted by pda|cpteamwgs@gmail.com on 2022-03-18; Enterobacter cloacae,,,,,,,,,not collected,
SRX8343144,SRR11791070,SAMN14909841,SAMN14909841,SRS6661068,ILLUMINA,Illumina MiSeq,ENT1681,PAIRED,,WGS,GENOMIC,RANDOM,743073.0,369695450.0,SUB7433684,125189999;155526796,,,NPHL,2014-01-01,Singapore,Illumina MiSeq sequencing; WGS of Enterobacter species,False,2020-05-15,False,,Rectal swab,1.3521 N 103.8198 E,,,,,,,550,Enterobacter cloacae,ENT1681,SUB7433684,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|medp8144 on 2020-05-15; Enterobacter cloacae,,,,,,1.3521,103.8198,,2014,
SRX11353456,SRR15042797,SAMN19658425,SAMN19658425,SRS9400383,ILLUMINA,Illumina HiSeq 1000,90693,PAIRED,,WGS,GENOMIC,RANDOM,1230606.0,369713528.0,,106196885;110568775,,,University of Manitoba,2010-01-21,Canada: Quebec,Illumina HiSeq 1000 sequencing,False,2021-07-08,False,,wound,,,,,,,,550,Enterobacter cloacae,90693,,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|umgoldea on 2021-07-07; Enterobacter cloacae,,,,,,,,,2010-01-21,
SRX14183655,SRR18030900,SAMN25988702,SAMN25988702,SRS12023696,ILLUMINA,Illumina HiSeq 4000,,PAIRED,,WGS,GENOMIC,unspecified,1233414.0,369746209.0,,75153713;77417914,,,ModMedMicOxford,2016-01-01,United Kingdom: Manchester,Illumina HiSeq 4000 sequencing,False,2022-02-23,False,,Patient or hospital wastewater site,,,,,,,,550,Enterobacter cloacae,MMMOSAM:d30886e9-9619-4f9d-843e-58739a39aea1,,,,,,,wastewater,,,,,,,,,,,Sequencing of isolates from wastewater sites and patients in 2016-2017,,,,,,,,,2016,
ERX440276,ERR474445,SAMEA2273299,SAMEA2273299,ERS380694,ILLUMINA,Illumina HiSeq 2000,9136354,PAIRED,250.0,WGS,GENOMIC,RANDOM,1849531.0,369906200.0,Wellcome Sanger Institute,155106731;156867984,,,,2005-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-07,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0213-sc-1791851,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,11983_7#75,,,,,,,,,2005,
ERX440220,ERR474389,SAMEA2273242,SAMEA2273242,ERS380637,ILLUMINA,Illumina HiSeq 2000,9136323,PAIRED,250.0,WGS,GENOMIC,RANDOM,1850267.0,370053400.0,Wellcome Sanger Institute,155624963;157769246,,,,2004-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-07,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0139-sc-1791776,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,11983_7#17,,,,,,,,,2004,
ERX440285,ERR474454,SAMEA2273308,SAMEA2273308,ERS380703,ILLUMINA,Illumina HiSeq 2000,9136367,PAIRED,250.0,WGS,GENOMIC,RANDOM,1851203.0,370240600.0,Wellcome Sanger Institute,155529126;157425238,,,,2005-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-07,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0220-sc-1791860,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,11983_7#84,,,,,,,,,2005,
SRX13480826,SRR17303776,SAMN24020473,SAMN24020473,SRS11377069,ILLUMINA,Illumina HiSeq 2500,103221,PAIRED,,WGS,GENOMIC,RANDOM,1851332.0,370266400.0,SUB10689301,124500860;125776228,,,,2015-03-07,United Kingdom,Illumina HiSeq 2500 sequencing; Whole Genome Sequencing of pathogenic bacterial for AMR surveillance,False,2022-02-09,False,,,,,,,,,,550,Enterobacter cloacae,103221,SUB10689301,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|hassan.hartman@orcid on 2022-02-09; Enterobacter cloacae,,,,,,,,,2015-03-07,
SRX1455071,SRR2965598,SAMN03733787,SAMN03733787,SRS1182677,ILLUMINA,Illumina HiSeq 2000,C00022358,PAIRED,,WGS,GENOMIC,RANDOM,1226103.0,370283106.0,,110600397;116978504,,,Clinical Microbiology University of Virginia Health System,2011-09-01,USA:Virginia,Illumina HiSeq 2000 sequencing; Whole genome sequencing of KPC-producing Enterobacteriaceae,False,2015-12-07,False,,Perirectal,38.14 N 78.45 W,,,,,,,550,Enterobacter cloacae,Enterobacter cloacae KPC-producing clinical isolate CAV1459,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|annasheppard on 2015-12-01; Enterobacter cloacae,,,,,,38.14,-78.45,,2011-09,
ERX440274,ERR474443,SAMEA2273297,SAMEA2273297,ERS380692,ILLUMINA,Illumina HiSeq 2000,9136330,PAIRED,250.0,WGS,GENOMIC,RANDOM,1852207.0,370441400.0,Wellcome Sanger Institute,155426550;156817569,,,,2005-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-07,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0211-sc-1791849,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,11983_7#73,,,,,,,,,2005,
ERX440191,ERR474360,SAMEA2273406,SAMEA2273406,ERS380801,ILLUMINA,Illumina HiSeq 2000,9135385,PAIRED,250.0,WGS,GENOMIC,RANDOM,1852615.0,370523000.0,Wellcome Sanger Institute,157944434;159407882,,,,2007-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-07,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0330-sc-1791968,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,11983_6#83,,,,,,,,,2007,
SRX11155106,SRR14825478,SAMN19658553,SAMN19658553,SRS9216695,ILLUMINA,Illumina HiSeq 1000,122511,PAIRED,,WGS,GENOMIC,RANDOM,1231906.0,370597246.0,,103780169;107516049,,,University of Manitoba,2017-01-24,Canada: Saskatchewan,Illumina HiSeq 1000 sequencing,False,2021-06-17,False,,respiratory,,,,,,,,550,Enterobacter cloacae,122511,,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|umgoldea on 2021-06-17; Enterobacter cloacae,,,,,,,,,2017-01-24,
SRX8343151,SRR11791063,SAMN14909784,SAMN14909784,SRS6661076,ILLUMINA,Illumina MiSeq,ENT2227,PAIRED,,WGS,GENOMIC,RANDOM,695503.0,370742101.0,SUB7433684,132446490;156315236,,,NPHL,2015-01-01,Singapore,Illumina MiSeq sequencing; WGS of Enterobacter species,False,2020-05-15,False,,Stool/Rectal Swab,1.3521 N 103.8198 E,,,,,,,2071710,Enterobacter sichuanensis,ENT2227,SUB7433684,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|medp8144 on 2020-05-15; Enterobacter sichuanensis,,,,,,1.3521,103.8198,,2015,
ERX3426744,ERR3402979,SAMEA104567279,SAMEA104567279,ERS2178563,ILLUMINA,HiSeq X Ten,DN514251E:H5,PAIRED,450.0,WGS,GENOMIC,RANDOM,2456250.0,370893750.0,Wellcome Sanger Institute,103983599;112268332,,,,2018-01-01,United Kingdom,HiSeq X Ten paired end sequencing,False,2019-06-28,False,,faecal,,,,,,,,158836,Enterobacter hormaechei,06e27d94-8749-11e7-a4ed-3c4a9275d6c8,Wellcome Sanger Institute,,,,,,human,9606.0,carriage,,,,,,,,,A00908_T1_4_4,,,,,,,,,2018,
SRX14184948,SRR18032430,SAMN25989547,SAMN25989547,SRS12024293,ILLUMINA,Illumina HiSeq 4000,,PAIRED,,WGS,GENOMIC,unspecified,1228673.0,370914490.0,,85921839;86720409,,,ModMedMicOxford,2016-01-01,United Kingdom: Manchester,Illumina HiSeq 4000 sequencing,False,2022-02-23,False,,Patient or hospital wastewater site,,,,,,,,550,Enterobacter cloacae,MMMOSAM:4f566a61-655d-4bb4-98d4-5e2f50432805,,,,,,,wastewater,,,,,,,,,,,Sequencing of isolates from wastewater sites and patients in 2016-2017,,,,,,,,,2016,
SRX13479222,SRR17302070,SAMN24018900,SAMN24018900,SRS11375684,ILLUMINA,Illumina HiSeq 2500,279915,PAIRED,,WGS,GENOMIC,RANDOM,1889054.0,370989685.0,SUB10783874,117178380;124525604,,,,2016-06-20,United Kingdom,Illumina HiSeq 2500 sequencing; Whole Genome Sequencing of pathogenic bacterial for AMR surveillance,False,2022-02-09,False,,,,,,,,,,550,Enterobacter cloacae,279915,SUB10783874,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|hassan.hartman@orcid on 2022-02-09; Enterobacter cloacae,,,,,,,,,2016-06-20,
SRX1455279,SRR2965806,SAMN03733727,SAMN03733727,SRS1182865,ILLUMINA,Illumina HiSeq 2000,C00022341,PAIRED,,WGS,GENOMIC,RANDOM,1228473.0,370998846.0,,110779404;117083647,,,Clinical Microbiology University of Virginia Health System,2010-05-01,USA:Virginia,Illumina HiSeq 2000 sequencing; Whole genome sequencing of KPC-producing Enterobacteriaceae,False,2015-12-07,False,,Perirectal,38.14 N 78.45 W,,,,,,,158836,Enterobacter hormaechei,Enterobacter cloacae KPC-producing clinical isolate CAV1176,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|annasheppard on 2015-12-01; Enterobacter hormaechei,,,,,,38.14,-78.45,,2010-05,
SRX11665301,SRR15362808,SAMN20604097,SAMN20604097,SRS9697998,ILLUMINA,Illumina MiSeq,2021LN-00043,PAIRED,,WGS,GENOMIC,RANDOM,772652.0,371064506.0,SUB10163759,108633544;124400660,,,,2021-04-16,USA,Illumina MiSeq sequencing; HAI Sequencing,False,2021-08-25,False,,sputum,,,,,,,,354276,Enterobacter cloacae complex,2021LN-00043,SUB10163759,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|huynhtp on 2021-08-09; Enterobacter cloacae complex,,,,,,,,,2021-04-16,
DRX168966,DRR178440,SAMD00171512,SAMD00171512,DRS115638,ILLUMINA,HiSeq X Ten,,PAIRED,450.0,WGS,GENOMIC,RANDOM,1237180.0,371154000.0,NCGM,98443236;106313964,,,,2018-01-01,Japan,HiSeq X Ten paired end sequencing; HiSeq X Ten paired end sequencing of SAMD00171512,False,2019-12-10,False,,,35.68 N 139.76 E,,,,,,,550,Enterobacter cloacae,SAMD00171512,NCGM,,,,,Multicenter clinical and molecular epidemiological analysis of carbapenem-resistant Enterobacteriaceae in Japan,Homo sapiens,9606.0,,,,,,,,,,83,,,,,,35.68,139.76,,2018,
SRX14184085,SRR18031515,SAMN25988451,SAMN25988451,SRS12026077,ILLUMINA,Illumina HiSeq 4000,,PAIRED,,WGS,GENOMIC,unspecified,1229546.0,371194381.0,,88938948;90218932,,,ModMedMicOxford,2016-01-01,United Kingdom: Manchester,Illumina HiSeq 4000 sequencing,False,2022-02-23,False,,Patient or hospital wastewater site,,,,,,,,550,Enterobacter cloacae,MMMOSAM:f9bd2304-69ad-484e-bd7d-2b866b08b480,,,,,,,wastewater,,,,,,,,,,,Sequencing of isolates from wastewater sites and patients in 2016-2017,,,,,,,,,2016,
SRX9291446,SRR12823808,SAMN10086820,SAMN10086820,SRS7518191,ILLUMINA,Illumina MiSeq,Nextera XT library SEQ000059964,PAIRED,500.0,WGS,GENOMIC,RANDOM,774963.0,371206707.0,,154362741;162426486,,,"Aga Khan University, Karachi",1998-01-01,Pakistan,Illumina MiSeq paired end sequencing; Whole genome Illumina MiSeq sequence of Enterobacter cloacae,False,2020-10-20,False,,trachea,,,,,,,,158836,Enterobacter hormaechei,CFSAN059615,,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by CFSAN on 2020-10-15; Enterobacter hormaechei,,,,,,,,,1998,
ERX4014996,ERR4013607,SAMEA6656547,SAMEA6656547,ERS4416015,ILLUMINA,NextSeq 500,unspecified,PAIRED,300.0,WGS,GENOMIC,RANDOM,1293517.0,371239020.0,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",121876327;121517499,,,DTU,2018-01-01,Denmark,NextSeq 500 paired end sequencing,False,2021-01-05,False,,Urine,56.26392 N 9.501785 E,,,,,,,550,Enterobacter cloacae,1D-231,"Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark",,,,,,Homo sapiens,9606.0,not provided,,,,,,,,,"This sample has been submitted by Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark on 2020-04-10; Enterobacter cloacae",,,,,,56.26392,9.501785,,2018,
ERX452557,ERR486725,SAMEA2273213,SAMEA2273213,ERS380608,ILLUMINA,Illumina HiSeq 2000,9164338,PAIRED,250.0,WGS,GENOMIC,RANDOM,1856441.0,371288200.0,Wellcome Sanger Institute,158183334;161670921,,,,2005-01-01,United Kingdom,Illumina HiSeq 2000 paired end sequencing,False,2014-04-22,False,,blood,,,,,,,,158836,Enterobacter hormaechei,MDR0200-sc-1791747,Wellcome Sanger Institute,,,,,,Homo sapiens,9606.0,invasive disease,,,,,,,,,12082_4#44,,,,,,,,,2005,
