Name,ST,url,MLST_Profile,organismName
ERR474344,93,https://pubmlst.org/ecloacae/,9.4.14.61.37.4.9,Enterobacter hormaechei
ERR474348,116,https://pubmlst.org/ecloacae/,9.4.14.6.11.4.6,Enterobacter hormaechei
ERR474349,d8594ebae11b95435889758a4648dfd9aef0ed0b,https://pubmlst.org/ecloacae/,51.4.4.40.37.4.6,Enterobacter hormaechei
ERR474351,66,https://pubmlst.org/ecloacae/,52.21.20.44.45.4.6,Enterobacter hormaechei
ERR474352,1001,https://pubmlst.org/ecloacae/,42.3.305.89.19.16.3,Enterobacter kobei
ERR474353,797,https://pubmlst.org/ecloacae/,4.37.14.6.92.30.25,Enterobacter hormaechei
ERR474354,346,https://pubmlst.org/ecloacae/,4.89.4.6.37.4.78,Enterobacter hormaechei
ERR474355,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
ERR474356,118,https://pubmlst.org/ecloacae/,59.40.12.9.67.6.6,Enterobacter hormaechei
ERR474357,798,https://pubmlst.org/ecloacae/,252.20.20.95.45.4.32,Enterobacter hormaechei
ERR474359,798,https://pubmlst.org/ecloacae/,252.20.20.95.45.4.32,Enterobacter hormaechei
ERR474360,798,https://pubmlst.org/ecloacae/,252.20.20.95.45.4.32,Enterobacter hormaechei
ERR474361,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
ERR474363,114,https://pubmlst.org/ecloacae/,53.35.20.44.45.4.6,Enterobacter hormaechei
ERR474364,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR474365,104,https://pubmlst.org/ecloacae/,59.40.76.9.70.6.6,Enterobacter hormaechei
ERR474366,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR474367,171,https://pubmlst.org/ecloacae/,49.21.19.44.45.12.32,Enterobacter hormaechei
ERR474368,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR474369,175,https://pubmlst.org/ecloacae/,51.4.4.6.68.30.36,Enterobacter hormaechei
ERR474371,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
ERR474372,800,https://pubmlst.org/ecloacae/,58.37.4.6.42.117.25,Enterobacter hormaechei
ERR474373,800,https://pubmlst.org/ecloacae/,58.37.4.6.42.117.25,Enterobacter hormaechei
ERR474375,135,https://pubmlst.org/ecloacae/,59.47.59.9.62.23.6,Enterobacter hormaechei
ERR474376,779,https://pubmlst.org/ecloacae/,59.64.81.9.79.116.38,Enterobacter hormaechei
ERR474377,68,https://pubmlst.org/ecloacae/,7.8.5.7.15.6.7,Enterobacter hormaechei
ERR474378,798,https://pubmlst.org/ecloacae/,252.20.20.95.45.4.32,Enterobacter hormaechei
ERR474379,428509eeeefae492a56a2b604c4ae8d83e3c2efc,https://pubmlst.org/ecloacae/,71.130.110.82.e4d0166ac8938647297651ff0e1464bb273d4445.60.67f032bcc09ca2f8e9db50d7894bb5b654172d3c,Enterobacter kobei
ERR474380,780,https://pubmlst.org/ecloacae/,253.165.273.296.247.11.161,Enterobacter asburiae
ERR474381,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR474382,93,https://pubmlst.org/ecloacae/,9.4.14.61.37.4.9,Enterobacter hormaechei
ERR474383,24,https://pubmlst.org/ecloacae/,23.15.23.16.28.11.11,Enterobacter asburiae
ERR474384,90,https://pubmlst.org/ecloacae/,58.37.4.6.42.4.25,Enterobacter hormaechei
ERR474385,110,https://pubmlst.org/ecloacae/,66.4.15.40.76.4.9,Enterobacter hormaechei
ERR474386,23,https://pubmlst.org/ecloacae/,22.15.39.17.47.11.10,Enterobacter asburiae
ERR474388,973,https://pubmlst.org/ecloacae/,179.128.14.6.112.4.6,Enterobacter hormaechei
ERR474389,dbcb5ad4c595f28e77eda025877e30f4645c413a,https://pubmlst.org/ecloacae/,4.4.4.39.37.4.25,Enterobacter hormaechei
ERR474390,120,https://pubmlst.org/ecloacae/,46.20.20.44.45.29.6,Enterobacter hormaechei
ERR474391,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR474392,88,https://pubmlst.org/ecloacae/,4.4.4.62.59.4.6,Enterobacter hormaechei
ERR474393,295,https://pubmlst.org/ecloacae/,46.21.115.129.45.24.32,Enterobacter hormaechei
ERR474394,295,https://pubmlst.org/ecloacae/,46.21.115.129.45.24.32,Enterobacter hormaechei
ERR474395,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR474396,45,https://pubmlst.org/ecloacae/,4.4.14.6.39.4.6,Enterobacter hormaechei
ERR474398,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR474399,135,https://pubmlst.org/ecloacae/,59.47.59.9.62.23.6,Enterobacter hormaechei
ERR474400,68,https://pubmlst.org/ecloacae/,7.8.5.7.15.6.7,Enterobacter hormaechei
ERR474402,171,https://pubmlst.org/ecloacae/,49.21.19.44.45.12.32,Enterobacter hormaechei
ERR474404,171,https://pubmlst.org/ecloacae/,49.21.19.44.45.12.32,Enterobacter hormaechei
ERR474405,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
ERR474406,90,https://pubmlst.org/ecloacae/,58.37.4.6.42.4.25,Enterobacter hormaechei
ERR474407,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR474408,742,https://pubmlst.org/ecloacae/,66.4.4.171.187.4.25,Enterobacter hormaechei
ERR474409,782,https://pubmlst.org/ecloacae/,11.4.4.304.11.4.25,Enterobacter hormaechei
ERR474410,267,https://pubmlst.org/ecloacae/,46.20.111.44.107.28.6,Enterobacter hormaechei
ERR474411,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR474412,46,https://pubmlst.org/ecloacae/,4.4.4.13.39.4.6,Enterobacter hormaechei
ERR474413,e54251c50b88f45bbc3fc137ee0a94a8ec970eb6,https://pubmlst.org/ecloacae/,37.25.49.30..21.20,Enterobacter roggenkampii
ERR474414,65,https://pubmlst.org/ecloacae/,51.4.21.41.42.4.6,Enterobacter hormaechei
ERR474416,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR474417,104,https://pubmlst.org/ecloacae/,59.40.76.9.70.6.6,Enterobacter hormaechei
ERR474418,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR474419,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
ERR474421,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
ERR474424,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR474425,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR474427,134,https://pubmlst.org/ecloacae/,4.4.13.4.39.4.25,Enterobacter hormaechei
ERR474428,94,https://pubmlst.org/ecloacae/,55.36.56.59.60.4.6,Enterobacter hormaechei
ERR474431,24,https://pubmlst.org/ecloacae/,23.15.23.16.28.11.11,Enterobacter asburiae
ERR474432,7d95196b898ceec106242e8117dff55e5af6a1c5,https://pubmlst.org/ecloacae/,4.4.4.6.37.c94fa6f16cb78ffe20b6e94acab914b0476691c3.25,Enterobacter hormaechei
ERR474433,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR474437,171,https://pubmlst.org/ecloacae/,49.21.19.44.45.12.32,Enterobacter hormaechei
ERR474438,114,https://pubmlst.org/ecloacae/,53.35.20.44.45.4.6,Enterobacter hormaechei
ERR474441,785,https://pubmlst.org/ecloacae/,4.4.4.6.92.30.25,Enterobacter hormaechei
ERR474442,93,https://pubmlst.org/ecloacae/,9.4.14.61.37.4.9,Enterobacter hormaechei
ERR474443,786,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.162,Enterobacter hormaechei
ERR474444,779,https://pubmlst.org/ecloacae/,59.64.81.9.79.116.38,Enterobacter hormaechei
ERR474445,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
ERR474446,68,https://pubmlst.org/ecloacae/,7.8.5.7.15.6.7,Enterobacter hormaechei
ERR474447,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR474448,97,https://pubmlst.org/ecloacae/,59.9.62.9.62.25.6,Enterobacter hormaechei
ERR474451,65,https://pubmlst.org/ecloacae/,51.4.21.41.42.4.6,Enterobacter hormaechei
ERR474452,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR474453,788,https://pubmlst.org/ecloacae/,59.40.82.306.67.6.6,Enterobacter hormaechei
ERR474454,286,https://pubmlst.org/ecloacae/,59.64.81.9.79.37.38,Enterobacter hormaechei
ERR474455,135,https://pubmlst.org/ecloacae/,59.47.59.9.62.23.6,Enterobacter hormaechei
ERR474456,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR474457,65,https://pubmlst.org/ecloacae/,51.4.21.41.42.4.6,Enterobacter hormaechei
ERR474459,609,https://pubmlst.org/ecloacae/,198.126.158.225.1.1.1,Enterobacter cloacae
ERR474460,204,https://pubmlst.org/ecloacae/,4.4.4.6.95.4.6,Enterobacter hormaechei
ERR474462,200,https://pubmlst.org/ecloacae/,74.20.20.65.45.4.32,Enterobacter hormaechei
ERR474463,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR474464,780,https://pubmlst.org/ecloacae/,253.165.273.296.247.11.161,Enterobacter asburiae
ERR474466,118,https://pubmlst.org/ecloacae/,59.40.12.9.67.6.6,Enterobacter hormaechei
ERR486101,166,https://pubmlst.org/ecloacae/,36.39.71.91.49.12.37,Enterobacter roggenkampii
ERR486103,772,https://pubmlst.org/ecloacae/,11.4.4.13.39.114.9,Enterobacter hormaechei
ERR486104,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR486106,190,https://pubmlst.org/ecloacae/,9.4.15.6.37.4.9,Enterobacter hormaechei
ERR486107,461,https://pubmlst.org/ecloacae/,9.4.14.6.37.4.9,Enterobacter hormaechei
ERR486109,278,https://pubmlst.org/ecloacae/,59.9.59.9.67.6.6,Enterobacter hormaechei
ERR486112,94,https://pubmlst.org/ecloacae/,55.36.56.59.60.4.6,Enterobacter hormaechei
ERR486113,90,https://pubmlst.org/ecloacae/,58.37.4.6.42.4.25,Enterobacter hormaechei
ERR486114,286,https://pubmlst.org/ecloacae/,59.64.81.9.79.37.38,Enterobacter hormaechei
ERR486115,803,https://pubmlst.org/ecloacae/,260.25.78.308.253.12.20,Enterobacter roggenkampii
ERR486116,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR486117,68,https://pubmlst.org/ecloacae/,7.8.5.7.15.6.7,Enterobacter hormaechei
ERR486118,264,https://pubmlst.org/ecloacae/,90.20.74.44.109.4.32,Enterobacter hormaechei
ERR486119,68,https://pubmlst.org/ecloacae/,7.8.5.7.15.6.7,Enterobacter hormaechei
ERR486120,68,https://pubmlst.org/ecloacae/,7.8.5.7.15.6.7,Enterobacter hormaechei
ERR486121,102,https://pubmlst.org/ecloacae/,59.9.12.9.67.6.25,Enterobacter hormaechei
ERR486122,110,https://pubmlst.org/ecloacae/,66.4.15.40.76.4.9,Enterobacter hormaechei
ERR486123,94,https://pubmlst.org/ecloacae/,55.36.56.59.60.4.6,Enterobacter hormaechei
ERR486124,168,https://pubmlst.org/ecloacae/,59.40.81.9.79.37.38,Enterobacter hormaechei
ERR486125,233,https://pubmlst.org/ecloacae/,59.9.80.9.87.6.6,Enterobacter hormaechei
ERR486126,182,https://pubmlst.org/ecloacae/,49.20.19.44.90.24.32,Enterobacter hormaechei
ERR486127,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR486128,62,https://pubmlst.org/ecloacae/,48.4.15.42.39.4.9,Enterobacter hormaechei
ERR486129,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR486130,68,https://pubmlst.org/ecloacae/,7.8.5.7.15.6.7,Enterobacter hormaechei
ERR486131,68,https://pubmlst.org/ecloacae/,7.8.5.7.15.6.7,Enterobacter hormaechei
ERR486132,135,https://pubmlst.org/ecloacae/,59.47.59.9.62.23.6,Enterobacter hormaechei
ERR486133,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
ERR486135,278,https://pubmlst.org/ecloacae/,59.9.59.9.67.6.6,Enterobacter hormaechei
ERR486136,65,https://pubmlst.org/ecloacae/,51.4.21.41.42.4.6,Enterobacter hormaechei
ERR486137,278,https://pubmlst.org/ecloacae/,59.9.59.9.67.6.6,Enterobacter hormaechei
ERR486138,baf33c1fc313a8ff7f780de73e800715fe924bd0,https://pubmlst.org/ecloacae/,59.9.62.9..25.6,Enterobacter hormaechei
ERR486139,93,https://pubmlst.org/ecloacae/,9.4.14.61.37.4.9,Enterobacter hormaechei
ERR486140,135,https://pubmlst.org/ecloacae/,59.47.59.9.62.23.6,Enterobacter hormaechei
ERR486142,773,https://pubmlst.org/ecloacae/,41.3.66.302.3.67.17,Enterobacter kobei
ERR486143,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR486144,24,https://pubmlst.org/ecloacae/,23.15.23.16.28.11.11,Enterobacter asburiae
ERR486145,118,https://pubmlst.org/ecloacae/,59.40.12.9.67.6.6,Enterobacter hormaechei
ERR486148,286,https://pubmlst.org/ecloacae/,59.64.81.9.79.37.38,Enterobacter hormaechei
ERR486150,286,https://pubmlst.org/ecloacae/,59.64.81.9.79.37.38,Enterobacter hormaechei
ERR486151,286,https://pubmlst.org/ecloacae/,59.64.81.9.79.37.38,Enterobacter hormaechei
ERR486152,286,https://pubmlst.org/ecloacae/,59.64.81.9.79.37.38,Enterobacter hormaechei
ERR486153,94,https://pubmlst.org/ecloacae/,55.36.56.59.60.4.6,Enterobacter hormaechei
ERR486154,68,https://pubmlst.org/ecloacae/,7.8.5.7.15.6.7,Enterobacter hormaechei
ERR486155,24,https://pubmlst.org/ecloacae/,23.15.23.16.28.11.11,Enterobacter asburiae
ERR486156,114,https://pubmlst.org/ecloacae/,53.35.20.44.45.4.6,Enterobacter hormaechei
ERR486157,110,https://pubmlst.org/ecloacae/,66.4.15.40.76.4.9,Enterobacter hormaechei
ERR486158,775,https://pubmlst.org/ecloacae/,251.2.30.133.51.2.14,Enterobacter ludwigii
ERR486159,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR486160,264,https://pubmlst.org/ecloacae/,90.20.74.44.109.4.32,Enterobacter hormaechei
ERR486161,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
ERR486163,120,https://pubmlst.org/ecloacae/,46.20.20.44.45.29.6,Enterobacter hormaechei
ERR486164,776,https://pubmlst.org/ecloacae/,11.22.4.6.39.4.9,Enterobacter hormaechei
ERR486165,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR486166,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR486168,24,https://pubmlst.org/ecloacae/,23.15.23.16.28.11.11,Enterobacter asburiae
ERR486169,114,https://pubmlst.org/ecloacae/,53.35.20.44.45.4.6,Enterobacter hormaechei
ERR486170,171,https://pubmlst.org/ecloacae/,49.21.19.44.45.12.32,Enterobacter hormaechei
ERR486171,114,https://pubmlst.org/ecloacae/,53.35.20.44.45.4.6,Enterobacter hormaechei
ERR486172,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR486173,777,https://pubmlst.org/ecloacae/,71.3.87.89.3.16.3,Enterobacter kobei
ERR486174,610,https://pubmlst.org/ecloacae/,199.15.205.224.46.88.10,Enterobacter asburiae
ERR486175,24,https://pubmlst.org/ecloacae/,23.15.23.16.28.11.11,Enterobacter asburiae
ERR486176,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
ERR486177,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR486178,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR486179,68,https://pubmlst.org/ecloacae/,7.8.5.7.15.6.7,Enterobacter hormaechei
ERR486180,68,https://pubmlst.org/ecloacae/,7.8.5.7.15.6.7,Enterobacter hormaechei
ERR486182,118,https://pubmlst.org/ecloacae/,59.40.12.9.67.6.6,Enterobacter hormaechei
ERR486183,24,https://pubmlst.org/ecloacae/,23.15.23.16.28.11.11,Enterobacter asburiae
ERR486189,778,https://pubmlst.org/ecloacae/,59.164.77.75.249.4.6,Enterobacter hormaechei
ERR486190,baf33c1fc313a8ff7f780de73e800715fe924bd0,https://pubmlst.org/ecloacae/,59.9.62.9..25.6,Enterobacter hormaechei
ERR486192,114,https://pubmlst.org/ecloacae/,53.35.20.44.45.4.6,Enterobacter hormaechei
ERR486193,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
ERR486194,114,https://pubmlst.org/ecloacae/,53.35.20.44.45.4.6,Enterobacter hormaechei
ERR486195,114,https://pubmlst.org/ecloacae/,53.35.20.44.45.4.6,Enterobacter hormaechei
ERR486196,168,https://pubmlst.org/ecloacae/,59.40.81.9.79.37.38,Enterobacter hormaechei
ERR486198,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR486199,120,https://pubmlst.org/ecloacae/,46.20.20.44.45.29.6,Enterobacter hormaechei
ERR486200,102,https://pubmlst.org/ecloacae/,59.9.12.9.67.6.25,Enterobacter hormaechei
ERR486201,110,https://pubmlst.org/ecloacae/,66.4.15.40.76.4.9,Enterobacter hormaechei
ERR486202,24,https://pubmlst.org/ecloacae/,23.15.23.16.28.11.11,Enterobacter asburiae
ERR486203,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR486205,110,https://pubmlst.org/ecloacae/,66.4.15.40.76.4.9,Enterobacter hormaechei
ERR486206,110,https://pubmlst.org/ecloacae/,66.4.15.40.76.4.9,Enterobacter hormaechei
ERR486207,801,https://pubmlst.org/ecloacae/,4.23.4.125.39.4.6,Enterobacter hormaechei
ERR486208,94,https://pubmlst.org/ecloacae/,55.36.56.59.60.4.6,Enterobacter hormaechei
ERR486209,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
ERR486210,110,https://pubmlst.org/ecloacae/,66.4.15.40.76.4.9,Enterobacter hormaechei
ERR486211,90,https://pubmlst.org/ecloacae/,58.37.4.6.42.4.25,Enterobacter hormaechei
ERR486212,802,https://pubmlst.org/ecloacae/,4.4.4.303.37.4.25,Enterobacter hormaechei
ERR486213,803,https://pubmlst.org/ecloacae/,260.25.78.308.253.12.20,Enterobacter roggenkampii
ERR486216,90,https://pubmlst.org/ecloacae/,58.37.4.6.42.4.25,Enterobacter hormaechei
ERR486217,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
ERR486218,168,https://pubmlst.org/ecloacae/,59.40.81.9.79.37.38,Enterobacter hormaechei
ERR486219,90,https://pubmlst.org/ecloacae/,58.37.4.6.42.4.25,Enterobacter hormaechei
ERR486220,286,https://pubmlst.org/ecloacae/,59.64.81.9.79.37.38,Enterobacter hormaechei
ERR486221,286,https://pubmlst.org/ecloacae/,59.64.81.9.79.37.38,Enterobacter hormaechei
ERR486222,13,https://pubmlst.org/ecloacae/,13.2.45.27.56.2.14,Enterobacter ludwigii
ERR486223,90,https://pubmlst.org/ecloacae/,58.37.4.6.42.4.25,Enterobacter hormaechei
ERR486224,304,https://pubmlst.org/ecloacae/,51.4.14.120.11.30.6,Enterobacter hormaechei
ERR486226,162,https://pubmlst.org/ecloacae/,79.15.39.15.86.11.46,Enterobacter asburiae
ERR486227,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
ERR486228,66,https://pubmlst.org/ecloacae/,52.21.20.44.45.4.6,Enterobacter hormaechei
ERR486229,68,https://pubmlst.org/ecloacae/,7.8.5.7.15.6.7,Enterobacter hormaechei
ERR486231,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
ERR486232,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
ERR486233,97,https://pubmlst.org/ecloacae/,59.9.62.9.62.25.6,Enterobacter hormaechei
ERR486234,144,https://pubmlst.org/ecloacae/,74.20.74.78.45.35.32,Enterobacter hormaechei
ERR486235,198,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.6,Enterobacter hormaechei
ERR486236,90,https://pubmlst.org/ecloacae/,58.37.4.6.42.4.25,Enterobacter hormaechei
ERR486237,baf33c1fc313a8ff7f780de73e800715fe924bd0,https://pubmlst.org/ecloacae/,59.9.62.9..25.6,Enterobacter hormaechei
ERR486238,151,https://pubmlst.org/ecloacae/,4.4.4.77.11.4.39,Enterobacter hormaechei
ERR486239,106,https://pubmlst.org/ecloacae/,58.41.14.6.69.4.6,Enterobacter hormaechei
ERR486240,106,https://pubmlst.org/ecloacae/,58.41.14.6.69.4.6,Enterobacter hormaechei
ERR486241,106,https://pubmlst.org/ecloacae/,58.41.14.6.69.4.6,Enterobacter hormaechei
ERR486243,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR486244,87eb848dd9264b9921ff6e2250d8b18d2da6e402,https://pubmlst.org/ecloacae/,68.8.75.63.d32cc31eb59f2b8fc06a604df38a369dc7c35867.34.35,Enterobacter hormaechei
ERR486246,767,https://pubmlst.org/ecloacae/,197.25.269.300.100.21.163,Enterobacter roggenkampii
ERR486248,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR486249,421,https://pubmlst.org/ecloacae/,4.4.15.42.39.4.9,Enterobacter hormaechei
ERR486250,94,https://pubmlst.org/ecloacae/,55.36.56.59.60.4.6,Enterobacter hormaechei
ERR486251,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR486252,14,https://pubmlst.org/ecloacae/,13.2.47.23.53.2.14,Enterobacter ludwigii
ERR486253,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR486254,141,https://pubmlst.org/ecloacae/,62.4.4.76.78.4.44,Enterobacter hormaechei
ERR486255,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
ERR486257,138,https://pubmlst.org/ecloacae/,59.45.59.74.62.23.6,Enterobacter hormaechei
ERR486259,135,https://pubmlst.org/ecloacae/,59.47.59.9.62.23.6,Enterobacter hormaechei
ERR486260,baf33c1fc313a8ff7f780de73e800715fe924bd0,https://pubmlst.org/ecloacae/,59.9.62.9..25.6,Enterobacter hormaechei
ERR486261,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR486262,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR486267,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR486268,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR486269,114,https://pubmlst.org/ecloacae/,53.35.20.44.45.4.6,Enterobacter hormaechei
ERR486270,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR486271,90,https://pubmlst.org/ecloacae/,58.37.4.6.42.4.25,Enterobacter hormaechei
ERR486272,171,https://pubmlst.org/ecloacae/,49.21.19.44.45.12.32,Enterobacter hormaechei
ERR486471,801,https://pubmlst.org/ecloacae/,4.23.4.125.39.4.6,Enterobacter hormaechei
ERR486720,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR486721,128,https://pubmlst.org/ecloacae/,59.45.59.9.62.23.6,Enterobacter hormaechei
ERR486723,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR486724,68,https://pubmlst.org/ecloacae/,7.8.5.7.15.6.7,Enterobacter hormaechei
ERR486725,135,https://pubmlst.org/ecloacae/,59.47.59.9.62.23.6,Enterobacter hormaechei
ERR486726,135,https://pubmlst.org/ecloacae/,59.47.59.9.62.23.6,Enterobacter hormaechei
ERR486727,94,https://pubmlst.org/ecloacae/,55.36.56.59.60.4.6,Enterobacter hormaechei
ERR486730,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
ERR486731,141,https://pubmlst.org/ecloacae/,62.4.4.76.78.4.44,Enterobacter hormaechei
ERR486732,78,https://pubmlst.org/ecloacae/,8.9.6.9.9.6.8,Enterobacter hormaechei
ERR486734,422,https://pubmlst.org/ecloacae/,36.39.67.138.49.12.26,Enterobacter roggenkampii
ERR486735,66,https://pubmlst.org/ecloacae/,52.21.20.44.45.4.6,Enterobacter hormaechei
ERR486736,66,https://pubmlst.org/ecloacae/,52.21.20.44.45.4.6,Enterobacter hormaechei
ERR486737,90,https://pubmlst.org/ecloacae/,58.37.4.6.42.4.25,Enterobacter hormaechei
ERR486738,135,https://pubmlst.org/ecloacae/,59.47.59.9.62.23.6,Enterobacter hormaechei
ERR486739,198,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.6,Enterobacter hormaechei
ERR486740,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR486741,133,https://pubmlst.org/ecloacae/,11.4.4.13.39.4.9,Enterobacter hormaechei
ERR486742,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
ERR486743,787,https://pubmlst.org/ecloacae/,59.9.277.307.87.6.6,Enterobacter hormaechei
ERR486744,781,https://pubmlst.org/ecloacae/,15.2.274.297.51.2.14,Enterobacter ludwigii
ERR486745,90,https://pubmlst.org/ecloacae/,58.37.4.6.42.4.25,Enterobacter hormaechei
ERR486746,171,https://pubmlst.org/ecloacae/,49.21.19.44.45.12.32,Enterobacter hormaechei
ERR486747,50,https://pubmlst.org/ecloacae/,4.4.4.6.37.4.25,Enterobacter hormaechei
ERR486748,108,https://pubmlst.org/ecloacae/,68.8.75.63.65.34.35,Enterobacter hormaechei
ERR4920150,1244,https://pubmlst.org/ecloacae/,346.1.375.337.336.22.1,Enterobacter cloacae
ERR4920151,232,https://pubmlst.org/ecloacae/,88.25.49.72.49.12.20,Enterobacter roggenkampii
ERR4920152,544,https://pubmlst.org/ecloacae/,10.21.9.44.45.4.33,Enterobacter hormaechei
ERR4920154,109,https://pubmlst.org/ecloacae/,67.20.20.44.45.4.32,Enterobacter hormaechei
ERR4920155,1,https://pubmlst.org/ecloacae/,1.1.1.1.1.1.1,Enterobacter cloacae
ERR4920156,1236,https://pubmlst.org/ecloacae/,1.44.65.86.1.36.1,Enterobacter cloacae
ERR4920157,1,https://pubmlst.org/ecloacae/,1.1.1.1.1.1.1,Enterobacter cloacae
ERR4920159,1237,https://pubmlst.org/ecloacae/,36.27.35.90.49.12.112,Enterobacter roggenkampii
ERR4920160,850,https://pubmlst.org/ecloacae/,192.44.61.1.1.22.90,Enterobacter cloacae
