,Name,ST,MLST_Profile,lineage
5474,SRR4034087,215,17.15.20.19.20.18.22.19,4.3.2.1
5475,SRR4034377,215,17.15.20.19.20.18.22.19,4.1.2
5476,SRR4037659,215,17.15.20.19.20.18.22.19,4.4.1.1
5477,SRR10869295,215,17.15.20.19.20.18.22.19,2.2.6
5478,ERR7737667,215,17.15.20.19.20.18.22.19,4.3.2.1
5479,ERR171132,279,140.15.20.19.20.18.22.19,4.3.3
5480,SRR4033350,215,17.15.20.19.20.18.22.19,2.2.7
5481,SRR10869257,215,17.15.20.19.20.18.22.19,2.2.1
5482,SRR4037916,215,17.15.20.19.20.18.22.19,4.3.2.1
5483,ERR8025744,324,17.15.20.19.144.18.22.176,4.1.1.3
5484,SRR4033329,215,17.15.20.19.20.18.22.19,2.2.7
5485,SRR4033847,286,17.15.20.19.20.169.22.19,2.2
5486,SRR4037489,215,17.15.20.19.20.18.22.19,2.2.7
5487,SRR4033627,215,17.15.20.19.20.18.22.19,4.4.1.1
5488,ERR8025642,215,17.15.20.19.20.18.22.19,2.2.1
5489,SRR4033785,286,17.15.20.19.20.169.22.19,2.2
5490,SRR4033386,215,17.15.20.19.20.18.22.19,2.2.7
5491,SRR10869019,215,17.15.20.19.20.18.22.19,4.1.1
5492,SRR4034396,215,17.15.20.19.20.18.22.19,4.4.1.1
5493,ERR5758349,215,17.15.20.19.20.18.22.19,2.2.1
5494,SRR4033092,215,17.15.20.19.20.18.22.19,4.1.2
5495,SRR4034253,215,17.15.20.19.20.18.22.19,4.3.2.1
5496,SRR10869126,215,17.15.20.19.20.18.22.19,2.2.1
5497,SRR4034229,215,17.15.20.19.20.18.22.19,4.3.2.1
5498,SRR4034219,215,17.15.20.19.20.18.22.19,4.3.2.1
5499,ERR7737640,215,17.15.20.19.20.18.22.19,4.3.4.2.1
5500,SRR10869121,215,17.15.20.19.20.18.22.19,2.2.7
5501,SRR12882086,215,17.15.20.19.20.18.22.19,3
5502,SRR10869080,215,17.15.20.19.20.18.22.19,2.2.6
5503,ERR4423625,215,17.15.20.19.20.18.22.19,2.2.1
5504,ERR5758459,215,17.15.20.19.20.18.22.19,2.2.1
5505,SRR4034682,215,17.15.20.19.20.18.22.19,4.1.2
5506,SRR10869038,276,17.15.20.19.144.18.22.19,2.2
5507,SRR10869287,276,17.15.20.19.144.18.22.19,2.2
5508,SRR4033984,215,17.15.20.19.20.18.22.19,4.3.2.1
5509,SRR4037875,215,17.15.20.19.20.18.22.19,2.2.7
5510,ERR4011102,215,17.15.20.19.20.18.22.19,2.2.6
5511,SRR4033168,215,17.15.20.19.20.18.22.19,2.2
5512,SRR4033333,215,17.15.20.19.20.18.22.19,2.2.7
5513,ERR108158,215,17.15.20.19.20.18.22.19,4.10
5514,SRR4034697,286,17.15.20.19.20.169.22.19,2.2
5515,SRR8589329,215,17.15.20.19.20.18.22.19,4.10
5516,SRR4034576,215,17.15.20.19.20.18.22.19,4.1.2
5517,SRR4034650,286,17.15.20.19.20.169.22.19,2.2
5518,SRR4034565,215,17.15.20.19.20.18.22.19,4.1.2
5519,SRR4033591,215,17.15.20.19.20.18.22.19,4.1.2
5520,SRR4033336,215,17.15.20.19.20.18.22.19,2.2.7
5521,ERR4896323,324,17.15.20.19.144.18.22.176,4.1.1.3
5522,SRR9971319,215,17.15.20.19.20.18.22.19,4.1.2
5523,SRR4033929,215,17.15.20.19.20.18.22.19,4.3.2.1
5524,SRR4034399,215,17.15.20.19.20.18.22.19,4.4.1.1
5525,ERR1750922,2368637f39019aca8861f9c507e17562d6242bb2,17.15.20.19.0988b08d006a099f12cb4ed5aa57fc6cb8296a23.18.22.176,4.1.1.3
5526,SRR4033773,286,17.15.20.19.20.169.22.19,2.2
5527,SRR4037613,215,17.15.20.19.20.18.22.19,4.3.2.1
5528,SRR12882083,215,17.15.20.19.20.18.22.19,3
5529,ERR8025678,215,17.15.20.19.20.18.22.19,2.2.1
5530,ERR8025441,215,17.15.20.19.20.18.22.19,2.2.1
5531,SRR4037663,215,17.15.20.19.20.18.22.19,4.4.1.1
5532,ERR7737693,301,140.15.20.19.144.18.22.19,4.3.3
5533,SRR4035909,215,17.15.20.19.20.18.22.19,4.4.1.1
5534,SRR10869255,215,17.15.20.19.20.18.22.19,4.10
5535,SRR10315706,296,17.15.20.19.20.18.184.19,4.4.1.1
5536,ERR3340714,3828c56d05e04319b77a44e0c21e90fbb67aa54a,17.15.20.19.20.b8c55d1cc567f07e1cd306f3be65c75d404ce307.22.176,4.1.1.3
5537,SRR4037615,215,17.15.20.19.20.18.22.19,4.3.2.1
5538,SRR10869097,215,17.15.20.19.20.18.22.19,2.2.1
5539,SRR4037946,215,17.15.20.19.20.18.22.19,2.2.7
5540,SRR4034812,215,17.15.20.19.20.18.22.19,4.1.2
5541,SRR12882085,215,17.15.20.19.20.18.22.19,1.2.2
5542,SRR4034368,215,17.15.20.19.20.18.22.19,4.1.2
5543,SRR4033425,215,17.15.20.19.20.18.22.19,4.3.2.1
5544,SRR4034799,215,17.15.20.19.20.18.22.19,4.1.1.1
5545,ERR3340722,277,17.15.20.19.20.18.22.176,4.1.1.3
5546,ERR8025717,215,17.15.20.19.20.18.22.19,2.2.1
5547,ERR8025742,215,17.15.20.19.20.18.22.19,2.2.1
5548,SRR4033213,215,17.15.20.19.20.18.22.19,2.2.7
5549,SRR4033206,215,17.15.20.19.20.18.22.19,2.2.7
5550,SRR4034430,215,17.15.20.19.20.18.22.19,4.4.1.1
5551,SRR12882079,215,17.15.20.19.20.18.22.19,3
5552,ERR3340707,277,17.15.20.19.20.18.22.176,4.1.1.3
5553,SRR4033946,215,17.15.20.19.20.18.22.19,4.3.2.1
5554,SRR4035529,215,17.15.20.19.20.18.22.19,3
5555,ERR4011923,215,17.15.20.19.20.18.22.19,4.3.2.1
5556,ERR8025492,276,17.15.20.19.144.18.22.19,2.2
5557,ERR1873487,276,17.15.20.19.144.18.22.19,2.2
5558,SRR4037935,215,17.15.20.19.20.18.22.19,2.2.7
5559,SRR4033352,215,17.15.20.19.20.18.22.19,2.2.7
5560,SRR4037823,215,17.15.20.19.20.18.22.19,4.3.2.1
5561,SRR4035850,215,17.15.20.19.20.18.22.19,4.3.2.1
5562,SRR4035976,215,17.15.20.19.20.18.22.19,4.4.1.1
5563,SRR4033892,215,17.15.20.19.20.18.22.19,4.3.2.1
5564,SRR4033279,215,17.15.20.19.20.18.22.19,4.10
5565,SRR10869144,215,17.15.20.19.20.18.22.19,4.1.1.1
5566,SRR10869300,276,17.15.20.19.144.18.22.19,2.2
5567,SRR9971289,215,17.15.20.19.20.18.22.19,4.3.2.1
5568,SRR4037657,215,17.15.20.19.20.18.22.19,4.4.1.1
5569,SRR4034220,215,17.15.20.19.20.18.22.19,4.3.2.1
5570,ERR3340712,277,17.15.20.19.20.18.22.176,4.1.1.3
5571,ERR8025692,324,17.15.20.19.144.18.22.176,4.1.1.3
5572,SRR4033514,215,17.15.20.19.20.18.22.19,4.3.2.1
5573,SRR4034798,215,17.15.20.19.20.18.22.19,4.1.1.1
5574,ERR1873536,215,17.15.20.19.20.18.22.19,2.2.1
5575,SRR4033280,215,17.15.20.19.20.18.22.19,4.10
5576,SRR4033173,215,17.15.20.19.20.18.22.19,2.2.7
5577,SRR4034036,215,17.15.20.19.20.18.22.19,4.3.2.1
5578,ERR8025414,215,17.15.20.19.20.18.22.19,2.2
5579,SRR4034226,215,17.15.20.19.20.18.22.19,4.3.2.1
5580,SRR4033170,215,17.15.20.19.20.18.22.19,2.2.7
5581,SRR4033332,215,17.15.20.19.20.18.22.19,2.2.7
5582,ERR3340737,277,17.15.20.19.20.18.22.176,4.1.1.3
5583,ERR4011932,215,17.15.20.19.20.18.22.19,4.3.2.1
5584,ERR966620,215,17.15.20.19.20.18.22.19,4.3.2.1
5585,SRR4037761,215,17.15.20.19.20.18.22.19,4.4.1.1
5586,SRR4033191,215,17.15.20.19.20.18.22.19,2.2.7
5587,SRR4034445,215,17.15.20.19.20.18.22.19,4.3.2
5588,SRR10869037,215,17.15.20.19.20.18.22.19,2.2
5589,SRR4034251,215,17.15.20.19.20.18.22.19,4.3.2.1
5590,SRR4033696,215,17.15.20.19.20.18.22.19,4.4.1.1
5591,SRR4037617,215,17.15.20.19.20.18.22.19,4.3.2.1
5592,SRR4033382,215,17.15.20.19.20.18.22.19,2.2.7
5593,SRR4034729,215,17.15.20.19.20.18.22.19,4.10
5594,SRR4034403,215,17.15.20.19.20.18.22.19,4.3.2.1
5595,ERR4423475,215,17.15.20.19.20.18.22.19,4.3.2.1
5596,SRR4037813,215,17.15.20.19.20.18.22.19,2.2.7
5597,SRR4033760,286,17.15.20.19.20.169.22.19,2.2
5598,SRR9971000,215,17.15.20.19.20.18.22.19,4.1.2.1
5599,SRR4034298,215,17.15.20.19.20.18.22.19,4.1.2
5600,SRR4033165,215,17.15.20.19.20.18.22.19,2.2.7
5601,SRR4034820,286,17.15.20.19.20.169.22.19,2.2
5602,ERR4011943,324,17.15.20.19.144.18.22.176,4.1.1.3
5603,SRR10869245,215,17.15.20.19.20.18.22.19,2.2.1
5604,SRR4037866,215,17.15.20.19.20.18.22.19,4.3.2.1
5605,SRR9971102,215,17.15.20.19.20.18.22.19,4.10
5606,SRR10869180,215,17.15.20.19.20.18.22.19,2.2
5607,SRR4037922,215,17.15.20.19.20.18.22.19,4.3.2.1
5608,ERR5758318,215,17.15.20.19.20.18.22.19,2.2.1
5609,ERR4011927,215,17.15.20.19.20.18.22.19,4.3.2.1
5610,SRR4033594,215,17.15.20.19.20.18.22.19,4.1.2
5611,SRR9971176,279,140.15.20.19.20.18.22.19,4.3.3
5612,ERR3340717,277,17.15.20.19.20.18.22.176,4.1.1.3
5613,ERR8025416,215,17.15.20.19.20.18.22.19,2.2.1
5614,SRR9971330,215,17.15.20.19.20.18.22.19,2.2
5615,SRR10315700,276,17.15.20.19.144.18.22.19,4.4.1.1
5616,SRR4033299,215,17.15.20.19.20.18.22.19,2.2.7
5617,ERR5758389,215,17.15.20.19.20.18.22.19,2.2.1
5618,SRR9971383,215,17.15.20.19.20.18.22.19,4.3.2.1
5619,SRR4034190,215,17.15.20.19.20.18.22.19,4.3.2.1
5620,ERR3340745,277,17.15.20.19.20.18.22.176,4.1.1.3
5621,SRR4037878,215,17.15.20.19.20.18.22.19,4.3.2.1
5622,ERR8025638,215,17.15.20.19.20.18.22.19,2.2.1
5623,SRR10868994,279,140.15.20.19.20.18.22.19,4.3.3
5624,SRR4034394,215,17.15.20.19.20.18.22.19,4.4.1.1
5625,ERR8025687,215,17.15.20.19.20.18.22.19,2.2.1
5626,SRR4033968,215,17.15.20.19.20.18.22.19,4.3.2.1
5627,SRR10869227,324,17.15.20.19.144.18.22.176,4.1.1.3
5628,SRR12882081,215,17.15.20.19.20.18.22.19,3
5629,SRR9971290,215,17.15.20.19.20.18.22.19,4.1.2.1
5630,SRR4033195,215,17.15.20.19.20.18.22.19,2.2.7
5631,SRR4033559,215,17.15.20.19.20.18.22.19,4.1.2
5632,SRR9971387,215,17.15.20.19.20.18.22.19,4.3.2.1
5633,SRR10869035,277,17.15.20.19.20.18.22.176,4.1.1.3
5634,SRR4033320,215,17.15.20.19.20.18.22.19,2.2.7
5635,SRR9970985,215,17.15.20.19.20.18.22.19,4.3.2.1
5636,SRR4037927,215,17.15.20.19.20.18.22.19,4.3.2.1
5637,SRR9970998,276,17.15.20.19.144.18.22.19,4.10
5638,ERR8025722,215,17.15.20.19.20.18.22.19,2.2.1
5639,SRR4035523,215,17.15.20.19.20.18.22.19,3
5640,SRR10869156,215,17.15.20.19.20.18.22.19,2.2
5641,ERR1873562,215,17.15.20.19.20.18.22.19,2.2.7
5642,SRR10315747,215,17.15.20.19.20.18.22.19,2.2.7
5643,ERR171136,215,17.15.20.19.20.18.22.19,4.1.2
5644,SRR4033428,215,17.15.20.19.20.18.22.19,4.3.2.1
5645,SRR4034414,215,17.15.20.19.20.18.22.19,4.3.2.1
5646,SRR4034238,215,17.15.20.19.20.18.22.19,4.3.2.1
5647,ERR8025691,215,17.15.20.19.20.18.22.19,2.2.1
5648,SRR4033157,215,17.15.20.19.20.18.22.19,2.2.7
5649,SRR9971071,215,17.15.20.19.20.18.22.19,4.1.2.1
5650,SRR4033105,215,17.15.20.19.20.18.22.19,4.1.2
5651,SRR10869109,215,17.15.20.19.20.18.22.19,2.2.1
5652,SRR4037557,215,17.15.20.19.20.18.22.19,4.3.2.1
5653,ERR1873448,324,17.15.20.19.144.18.22.176,4.1.1.3
5654,ERR8025602,215,17.15.20.19.20.18.22.19,2.2
5655,ERR1452609,215,17.15.20.19.20.18.22.19,2.2.1
5656,ERR8025634,215,17.15.20.19.20.18.22.19,2.2.1
5657,ERR8025668,215,17.15.20.19.20.18.22.19,2.2.1
5658,ERR3340702,215,17.15.20.19.20.18.22.19,2.2.6
5659,ERR4011105,215,17.15.20.19.20.18.22.19,2.2.6
5660,SRR10869066,215,17.15.20.19.20.18.22.19,4.3.2.1
5661,SRR4033159,215,17.15.20.19.20.18.22.19,2.2.7
5662,SRR10869207,215,17.15.20.19.20.18.22.19,2.2.1
5663,SRR10869280,215,17.15.20.19.20.18.22.19,2.2.7
5664,SRR4033932,215,17.15.20.19.20.18.22.19,4.3.2.1
5665,SRR4035958,215,17.15.20.19.20.18.22.19,4.3.2.1
5666,SRR9971316,284,17.15.20.19.145.18.22.19,4.4.1.1
5667,ERR8025413,215,17.15.20.19.20.18.22.19,2.2.1
5668,SRR10315608,215,17.15.20.19.20.18.22.19,4.10
5669,ERR4011128,215,17.15.20.19.20.18.22.19,2.2.7
5670,ERR3340723,215,17.15.20.19.20.18.22.19,2.2.7
5671,SRR4034547,215,17.15.20.19.20.18.22.19,4.3.2.1
5672,SRR10869235,215,17.15.20.19.20.18.22.19,2.2.1
5673,SRR9971348,276,17.15.20.19.144.18.22.19,4.4.1.1
5674,SRR10315534,215,17.15.20.19.20.18.22.19,4.3.2.1
5675,ERR4011121,215,17.15.20.19.20.18.22.19,2.2.1
5676,SRR4033927,215,17.15.20.19.20.18.22.19,4.3.2.1
5677,SRR10869093,215,17.15.20.19.20.18.22.19,2.2.1
5678,ERR8025741,215,17.15.20.19.20.18.22.19,2.2.1
5679,SRR9971288,215,17.15.20.19.20.18.22.19,4.3.2.1
5680,ERR8025749,215,17.15.20.19.20.18.22.19,2.2.1
5681,SRR12882080,215,17.15.20.19.20.18.22.19,3
5682,SRR4033545,215,17.15.20.19.20.18.22.19,2.2.1
5683,SRR4034239,215,17.15.20.19.20.18.22.19,4.3.2.1
5684,SRR4034611,279,140.15.20.19.20.18.22.19,4.3.3
5685,ERR8025666,215,17.15.20.19.20.18.22.19,2.2.1
5686,SRR4034307,215,17.15.20.19.20.18.22.19,4.1.2
5687,SRR4035589,215,17.15.20.19.20.18.22.19,4.3.4.2.1
5688,SRR4037881,215,17.15.20.19.20.18.22.19,4.3.2.1
5689,SRR4033536,215,17.15.20.19.20.18.22.19,4.3.2.1
5690,ERR8025732,215,17.15.20.19.20.18.22.19,2.2.1
5691,SRR9971345,215,17.15.20.19.20.18.22.19,4.1.2.1
5692,ERR8025519,215,17.15.20.19.20.18.22.19,2.2.1
5693,ERR5758417,215,17.15.20.19.20.18.22.19,2.2.1
5694,ERR8025667,215,17.15.20.19.20.18.22.19,2.2.1
5695,ERR8025639,215,17.15.20.19.20.18.22.19,2.2
5696,ERR8025739,215,17.15.20.19.20.18.22.19,2.2.1
5697,SRR4035784,215,17.15.20.19.20.18.22.19,4.1.2
5698,ERR4010978,215,17.15.20.19.20.18.22.19,2.2.1
5699,ERR8025530,215,17.15.20.19.20.18.22.19,2.2.1
5700,SRR4033306,215,17.15.20.19.20.18.22.19,2.2.7
5701,ERR8025621,276,17.15.20.19.144.18.22.19,2.2
5702,ERR4896321,276,17.15.20.19.144.18.22.19,2.2
5703,ERR3340720,277,17.15.20.19.20.18.22.176,4.1.1.3
5704,SRR10869208,215,17.15.20.19.20.18.22.19,2.2
5705,SRR10868973,215,17.15.20.19.20.18.22.19,4.3.2.1
5706,ERR7737887,215,17.15.20.19.20.18.22.19,3.1.1
5707,SRR4034694,286,17.15.20.19.20.169.22.19,2.2
5708,SRR10315611,279,140.15.20.19.20.18.22.19,4.3.3
5709,ERR8025731,215,17.15.20.19.20.18.22.19,2.2.1
5710,SRR4033297,215,17.15.20.19.20.18.22.19,2.2.7
5711,ERR8025688,215,17.15.20.19.20.18.22.19,2.2.1
5712,SRR9971152,276,17.15.20.19.144.18.22.19,4.10
5713,SRR4033156,215,17.15.20.19.20.18.22.19,2.2
5714,ERR8025510,215,17.15.20.19.20.18.22.19,2.2.1
5715,SRR4033119,215,17.15.20.19.20.18.22.19,4.1.2
5716,ERR3340731,277,17.15.20.19.20.18.22.176,4.1.1.3
5717,ERR8025614,215,17.15.20.19.20.18.22.19,2.2.1
5718,ERR1750910,215,17.15.20.19.20.18.22.19,4.1.1.2
5719,ERR8025525,215,17.15.20.19.20.18.22.19,2.2
5720,ERR1873435,279,140.15.20.19.20.18.22.19,4.3.3
5721,SRR4035615,215,17.15.20.19.20.18.22.19,4.3.4.2.1
5722,ERR8025513,276,17.15.20.19.144.18.22.19,2.2
5723,SRR9970999,276,17.15.20.19.144.18.22.19,4.10
5724,SRR4037587,215,17.15.20.19.20.18.22.19,4.3.2.1
5725,ERR8025435,324,17.15.20.19.144.18.22.176,4.1.1.3
5726,SRR4035522,215,17.15.20.19.20.18.22.19,3
5727,ERR8025573,324,17.15.20.19.144.18.22.176,4.1.1.3
5728,SRR10869061,215,17.15.20.19.20.18.22.19,2.2
5729,ERR1873438,284,17.15.20.19.145.18.22.19,2.2
5730,SRR4034014,215,17.15.20.19.20.18.22.19,4.3.2.1
5731,SRR9971149,215,17.15.20.19.20.18.22.19,2.2.7
5732,ERR8025612,276,17.15.20.19.144.18.22.19,2.2
5733,SRR10869092,215,17.15.20.19.20.18.22.19,2.2.6
5734,SRR9971284,276,17.15.20.19.144.18.22.19,4.4.1.1
5735,ERR4010968,215,17.15.20.19.20.18.22.19,4.10
5736,ERR5758330,215,17.15.20.19.20.18.22.19,2.2.1
5737,SRR4035774,215,17.15.20.19.20.18.22.19,4.1.2
5738,ERR8025655,215,17.15.20.19.20.18.22.19,2.2
5739,SRR9970988,279,140.15.20.19.20.18.22.19,4.3.3
5740,ERR8025549,276,17.15.20.19.144.18.22.19,2.2
5741,ERR8025714,215,17.15.20.19.20.18.22.19,2.2.1
5742,ERR7737948,215,17.15.20.19.20.18.22.19,2.2
5743,ERR4011112,215,17.15.20.19.20.18.22.19,2.2.6
5744,ERR3340734,215,17.15.20.19.20.18.22.19,2.2.6
5745,SRR9971259,215,17.15.20.19.20.18.22.19,2.2.7
5746,SRR9970997,279,140.15.20.19.20.18.22.19,4.3.3
5747,ERR4011939,324,17.15.20.19.144.18.22.176,4.1.1.3
5748,ERR5758476,215,17.15.20.19.20.18.22.19,2.2.1
5749,SRR10869029,215,17.15.20.19.20.18.22.19,4.3.2.1
5750,SRR9970984,215,17.15.20.19.20.18.22.19,4.1.2
5751,SRR9971217,215,17.15.20.19.20.18.22.19,2.2.7
5752,SRR4037675,215,17.15.20.19.20.18.22.19,2.2.7
5753,SRR9971242,79bc4a59519404176b221cb261350d9f911df533,17.15.20.19.144.18.184.19,4.4.1.1
5754,SRR10869166,215,17.15.20.19.20.18.22.19,4.3.2.1
5755,SRR9971263,215,17.15.20.19.20.18.22.19,2.2.1
5756,ERR4011950,215,17.15.20.19.20.18.22.19,4.2.2
5757,SRR10315612,279,140.15.20.19.20.18.22.19,4.3.3
5758,ERR1873414,215,17.15.20.19.20.18.22.19,2.2
5759,SRR12882084,215,17.15.20.19.20.18.22.19,3
5760,ERR8025665,215,17.15.20.19.20.18.22.19,2.2.1
5761,ERR8025531,215,17.15.20.19.20.18.22.19,2.2
5762,ERR8025654,215,17.15.20.19.20.18.22.19,2.2.1
5763,ERR8025425,215,17.15.20.19.20.18.22.19,2.2.1
5764,ERR8025590,215,17.15.20.19.20.18.22.19,2.2.1
5765,SRR4034211,215,17.15.20.19.20.18.22.19,4.3.2.1
5766,ERR8025544,215,17.15.20.19.20.18.22.19,2.2.1
5767,ERR3340742,277,17.15.20.19.20.18.22.176,4.1.1.3
5768,SRR4033883,286,17.15.20.19.20.169.22.19,2.2
5769,SRR4033221,215,17.15.20.19.20.18.22.19,4.10
5770,ERR171146,215,17.15.20.19.20.18.22.19,4.10
5771,ERR8025569,276,17.15.20.19.144.18.22.19,2.2
5772,SRR4035652,215,17.15.20.19.20.18.22.19,4.3.4.2.1
5773,ERR8025522,215,17.15.20.19.20.18.22.19,2.2.1
5774,ERR8025521,215,17.15.20.19.20.18.22.19,2.2.1
5775,SRR10315517,215,17.15.20.19.20.18.22.19,4.3.2.1
5776,ERR8025534,215,17.15.20.19.20.18.22.19,2.2.1
5777,SRR9971043,79bc4a59519404176b221cb261350d9f911df533,17.15.20.19.144.18.184.19,4.4.1.1
5778,SRR4033127,215,17.15.20.19.20.18.22.19,4.1.2
5779,ERR8025494,215,17.15.20.19.20.18.22.19,2.2
5780,SRR4033435,215,17.15.20.19.20.18.22.19,4.4.1.1
5781,SRR4034249,215,17.15.20.19.20.18.22.19,4.3.2.1
5782,ERR8025617,215,17.15.20.19.20.18.22.19,4.1.1.1
5783,ERR4011928,215,17.15.20.19.20.18.22.19,4.3.2.1
5784,SRR10869220,215,17.15.20.19.20.18.22.19,2.2.6
5785,ERR5758338,215,17.15.20.19.20.18.22.19,2.2.1
5786,SRR10315516,215,17.15.20.19.20.18.22.19,2.2
5787,ERR8025657,215,17.15.20.19.20.18.22.19,2.2.1
5788,ERR8025756,215,17.15.20.19.20.18.22.19,2.2.1
5789,SRR4037560,215,17.15.20.19.20.18.22.19,4.3.2.1
5790,ERR4010969,279,140.15.20.19.20.18.22.19,4.3.3
5791,SRR4034720,215,17.15.20.19.20.18.22.19,4.3.2.1
5792,SRR4037733,215,17.15.20.19.20.18.22.19,4.4.1.1
5793,SRR4033130,215,17.15.20.19.20.18.22.19,4.1.2
5794,SRR10315695,b0496a2c2b2012caa800bd01c2c5bfdf5041f988,17.586e95bc85a49b395af5d68e3efe35d181a719b6.20.19.20.18.22.19,4.3.2.1
5795,ERR8025641,215,17.15.20.19.20.18.22.19,2.2.1
5796,ERR8025721,215,17.15.20.19.20.18.22.19,2.2.1
5797,ERR4010970,279,140.15.20.19.20.18.22.19,4.3.3
5798,SRR10868992,215,17.15.20.19.20.18.22.19,4.10
5799,SRR9971323,215,17.15.20.19.20.18.22.19,2.2.1
5800,SRR10315568,215,17.15.20.19.20.18.22.19,4.1.2
5801,SRR10869258,215,17.15.20.19.20.18.22.19,2.2.7
5802,SRR9971274,276,17.15.20.19.144.18.22.19,4.4.1.1
5803,SRR9971250,279,140.15.20.19.20.18.22.19,4.3.3
5804,ERR8025613,215,17.15.20.19.20.18.22.19,2.2.1
5805,SRR10869036,215,17.15.20.19.20.18.22.19,2.2
5806,ERR8025684,276,17.15.20.19.144.18.22.19,2.2
5807,ERR8025543,276,17.15.20.19.144.18.22.19,2.2
5808,SRR4033365,215,17.15.20.19.20.18.22.19,4.4.1.1
5809,SRR10315600,215,17.15.20.19.20.18.22.19,4.10
5810,ERR8025499,215,17.15.20.19.20.18.22.19,2.2.1
5811,SRR9971336,279,140.15.20.19.20.18.22.19,4.3.3
5812,SRR10869000,279,140.15.20.19.20.18.22.19,4.3.3
5813,SRR9971329,215,17.15.20.19.20.18.22.19,2.2.1
5814,ERR8025640,215,17.15.20.19.20.18.22.19,2.2.1
5815,SRR9971252,215,17.15.20.19.20.18.22.19,4.1.1.1
5816,ERR8025660,215,17.15.20.19.20.18.22.19,2.2
5817,SRR10315513,215,17.15.20.19.20.18.22.19,2.2.7
5818,ERR8025682,215,17.15.20.19.20.18.22.19,2.2.1
5819,ERR8025421,215,17.15.20.19.20.18.22.19,2.2
5820,ERR8025574,c6944a0a2104260be6841a331ceb540dbb7fe190,17.15.20.19.20.18.e1608767c13d3ecc413ed6dae17fec1ab1061b9d.19,2.2.1
5821,ERR8025740,215,17.15.20.19.20.18.22.19,2.2.1
5822,ERR4011948,934,17.15.20.19.20.18.466.19,4.2.2
5823,ERR8025630,215,17.15.20.19.20.18.22.19,2.2.1
5824,ERR8025757,215,17.15.20.19.20.18.22.19,2.2
5825,SRR9971005,215,17.15.20.19.20.18.22.19,2.2.7
5826,SRR4034548,215,17.15.20.19.20.18.22.19,4.3.2
5827,ERR8025746,deeace4ebf284a3778babfbc9b6c1cd87f8dee32,17.15.20.19.efa805d6e64a0978f1dc6035475f4c699a2ed3a7.18.22.19,2.2.1
5828,SRR10315648,215,17.15.20.19.20.18.22.19,4.10
5829,ERR7737749,276,17.15.20.19.144.18.22.19,4.4.1.1
5830,ERR1873465,276,17.15.20.19.144.18.22.19,2.2
5831,SRR9971360,276,17.15.20.19.144.18.22.19,4.4.1.1
5832,ERR8025631,215,17.15.20.19.20.18.22.19,2.2.1
5833,SRR9971011,215,17.15.20.19.20.18.22.19,2.2.1
5834,SRR10315593,215,17.15.20.19.20.18.22.19,2.2.1
5835,ERR8025743,215,17.15.20.19.20.18.22.19,2.2
5836,SRR4034545,215,17.15.20.19.20.18.22.19,4.3.2
5837,SRR9971362,276,17.15.20.19.144.18.22.19,4.10
5838,SRR9971057,279,140.15.20.19.20.18.22.19,4.3.3
5839,ERR8025611,215,17.15.20.19.20.18.22.19,2.2
5840,SRR4033188,215,17.15.20.19.20.18.22.19,2.2.7
5841,ERR8025541,324,17.15.20.19.144.18.22.176,4.1.1.3
5842,SRR10869221,215,17.15.20.19.20.18.22.19,2.2.1
5843,ERR8025523,276,17.15.20.19.144.18.22.19,2.2
5844,ERR4011946,27e5fd0aee87a84fa28db4ac43be887b7205fbba,17.15.20.19.20.18.22.669e2b2d3ad442fc96560d374456d8294569f2fb,4.2.2
5845,ERR8025448,215,17.15.20.19.20.18.22.19,2.2.1
5846,SRR9971283,276,17.15.20.19.144.18.22.19,4.4.1.1
5847,SRR9971038,277,17.15.20.19.20.18.22.176,4.1.1.3
5848,SRR10869213,324,17.15.20.19.144.18.22.176,4.1.1.3
5849,SRR10869276,215,17.15.20.19.20.18.22.19,2.2.7
5850,SRR4034182,215,17.15.20.19.20.18.22.19,4.3.2.1
5851,ERR8025478,215,17.15.20.19.20.18.22.19,2.2.1
5852,ERR8025736,215,17.15.20.19.20.18.22.19,2.2.1
5853,SRR10869014,215,17.15.20.19.20.18.22.19,4.3.2.1
5854,ERR8025615,276,17.15.20.19.144.18.22.19,2.2
5855,ERR8025734,215,17.15.20.19.20.18.22.19,2.2.1
5856,SRR9971245,215,17.15.20.19.20.18.22.19,4.4.1.1
5857,ERR8025424,215,17.15.20.19.20.18.22.19,2.2.1
5858,SRR9971386,277,17.15.20.19.20.18.22.176,4.1.1.3
5859,SRR10869152,215,17.15.20.19.20.18.22.19,2.2.7
5860,SRR9971373,276,17.15.20.19.144.18.22.19,4.10
5861,ERR171141,215,17.15.20.19.20.18.22.19,4.10
5862,ERR8025539,215,17.15.20.19.20.18.22.19,2.2.1
5863,SRR9971006,215,17.15.20.19.20.18.22.19,2.2
5864,SRR4033715,215,17.15.20.19.20.18.22.19,4.4.1.1
5865,SRR11349154,276,17.15.20.19.144.18.22.19,4.4.1.1
5866,SRR4033366,215,17.15.20.19.20.18.22.19,2.2.7
5867,ERR8025411,215,17.15.20.19.20.18.22.19,2.2.1
5868,SRR10315539,215,17.15.20.19.20.18.22.19,2.2.7
5869,SRR9971142,215,17.15.20.19.20.18.22.19,2.2
5870,SRR4033993,215,17.15.20.19.20.18.22.19,4.3.2.1
5871,SRR9971292,215,17.15.20.19.20.18.22.19,4.4.1.1
