Name,ST,url,MLST_Profile,GSPC,Serotype
ERR340871,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR340873,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR340894,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR425388,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR433686,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR433896,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR434018,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR460198,4666,https://pubmlst.org/spneumoniae/,10.5.2.1.6.1.29,32,09N
ERR460998,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR461058,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR461268,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR461355,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR461497,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR461499,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR461564,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR461632,67,https://pubmlst.org/spneumoniae/,2.8.7.4.6.1.1,16,09N
ERR461751,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR461783,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR461797,67,https://pubmlst.org/spneumoniae/,2.8.7.4.6.1.1,16,09N
ERR461883,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR461895,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR496938,517,https://pubmlst.org/spneumoniae/,2.5.2.4.6.1.1,16,09N
ERR496942,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
ERR502546,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR505544,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR505831,738,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.14,16,09N
ERR505850,1257,https://pubmlst.org/spneumoniae/,15.13.8.18.15.1.31,124,09N
ERR505861,12703,https://pubmlst.org/spneumoniae/,407.8.2.384.6.75.1,16,09N
ERR554854,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR554973,8000,https://pubmlst.org/spneumoniae/,2.8.2.5.6.1.1,16,09N
ERR554974,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR559276,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR559304,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR559320,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR559326,67,https://pubmlst.org/spneumoniae/,2.8.7.4.6.1.1,16,09N
ERR559396,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR559435,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR563793,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR563795,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR563838,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR563873,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR563882,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR563892,517,https://pubmlst.org/spneumoniae/,2.5.2.4.6.1.1,16,09N
ERR563897,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
ERR563903,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR563944,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR563948,67,https://pubmlst.org/spneumoniae/,2.8.7.4.6.1.1,16,09N
ERR568445,5624,https://pubmlst.org/spneumoniae/,8.8.36.5.6.4.394,125,09N
ERR568621,10642,https://pubmlst.org/spneumoniae/,8.62.36.5.88.4.394,125,09N
ERR568650,11683,https://pubmlst.org/spneumoniae/,2.5.2.4.6.1.679,16,09N
ERR570428,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR570478,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR596381,1257,https://pubmlst.org/spneumoniae/,15.13.8.18.15.1.31,124,09N
ERR596399,1257,https://pubmlst.org/spneumoniae/,15.13.8.18.15.1.31,124,09N
ERR596413,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR600083,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR600100,1257,https://pubmlst.org/spneumoniae/,15.13.8.18.15.1.31,124,09N
ERR600132,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR600206,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
ERR600255,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
ERR600480,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR632909,11683,https://pubmlst.org/spneumoniae/,2.5.2.4.6.1.679,16,09N
ERR633056,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR662347,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
ERR714546,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR714637,11683,https://pubmlst.org/spneumoniae/,2.5.2.4.6.1.679,16,09N
ERR714656,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR730539,5624,https://pubmlst.org/spneumoniae/,8.8.36.5.6.4.394,125,09N
ERR730613,12233,https://pubmlst.org/spneumoniae/,8.5.36.5.6.4.394,125,09N
ERR730667,3983,https://pubmlst.org/spneumoniae/,8.5.7.12.15.16.6,137,09N
ERR730688,3983,https://pubmlst.org/spneumoniae/,8.5.7.12.15.16.6,137,09N
ERR730840,3983,https://pubmlst.org/spneumoniae/,8.5.7.12.15.16.6,137,09N
ERR730926,3983,https://pubmlst.org/spneumoniae/,8.5.7.12.15.16.6,137,09N
ERR742530,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR742557,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
ERR742599,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR751049,5624,https://pubmlst.org/spneumoniae/,8.8.36.5.6.4.394,125,09N
ERR751096,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR774029,3983,https://pubmlst.org/spneumoniae/,8.5.7.12.15.16.6,137,09N
ERR774088,3983,https://pubmlst.org/spneumoniae/,8.5.7.12.15.16.6,137,09N
ERR774329,3983,https://pubmlst.org/spneumoniae/,8.5.7.12.15.16.6,137,09N
ERR774518,11683,https://pubmlst.org/spneumoniae/,2.5.2.4.6.1.679,16,09N
ERR876511,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
ERR876533,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR876771,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
ERR908875,5624,https://pubmlst.org/spneumoniae/,8.8.36.5.6.4.394,125,09N
ERR909155,5624,https://pubmlst.org/spneumoniae/,8.8.36.5.6.4.394,125,09N
ERR909215,5624,https://pubmlst.org/spneumoniae/,8.8.36.5.6.4.394,125,09N
ERR909216,5624,https://pubmlst.org/spneumoniae/,8.8.36.5.6.4.394,125,09N
ERR913089,10961,https://pubmlst.org/spneumoniae/,8.8.36.16.6.4.394,125,09N
ERR913140,10642,https://pubmlst.org/spneumoniae/,8.62.36.5.88.4.394,125,09N
ERR913512,5624,https://pubmlst.org/spneumoniae/,8.8.36.5.6.4.394,125,09N
ERR925224,10657,https://pubmlst.org/spneumoniae/,8.8.36.5.6.4.5,125,09N
ERR925328,12610,https://pubmlst.org/spneumoniae/,396.5.7.12.15.16.6,137,09N
ERR925332,5624,https://pubmlst.org/spneumoniae/,8.8.36.5.6.4.394,125,09N
ERR925396,5624,https://pubmlst.org/spneumoniae/,8.8.36.5.6.4.394,125,09N
ERR980294,7600,https://pubmlst.org/spneumoniae/,8.10.2.10.1.26.1,11,09N
ERR980296,4856,https://pubmlst.org/spneumoniae/,1.5.4.1.6.20.14,497,09N
SRR11129929,15318,https://pubmlst.org/spneumoniae/,15.13.8.456.15.1.31,124,09N
SRR11129935,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11129961,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11129976,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11129982,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11130039,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130041,1257,https://pubmlst.org/spneumoniae/,15.13.8.18.15.1.31,124,09N
SRR11130047,99e7d6607e54aac9afab4b28186bb0434a71e258,https://pubmlst.org/spneumoniae/,2.8.7.fada37992709a5a482f053069264eb26d32fca51.6.1.1,16,09N
SRR11130050,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11130086,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11130124,4666,https://pubmlst.org/spneumoniae/,10.5.2.1.6.1.29,32,09N
SRR11130137,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11130148,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11130150,adad45d3f4219037c61367b8adf26305655cc57f,https://pubmlst.org/spneumoniae/,2.8.1.4.6.eafa7efb4a1621f3096247581fc27428a451fa58.1,16,09N
SRR11130155,1257,https://pubmlst.org/spneumoniae/,15.13.8.18.15.1.31,124,09N
SRR11130159,15313,https://pubmlst.org/spneumoniae/,10.20.2.4.6.1.29,32,09N
SRR11130165,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130210,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130246,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130251,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130254,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11130261,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130278,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11130294,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11130300,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11130303,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11130312,e50adf059a593bb12437f720ed127069892b7953,https://pubmlst.org/spneumoniae/,2.8.2.4.6.0373c7c795eacf2424958d3f46ef19397a838d75.1,16,09N
SRR11130325,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130333,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130336,9bafa943d47f81a25ebd75a30217ae03ac6e1450,https://pubmlst.org/spneumoniae/,2.8.fba3c4746dae5bef4142b912ea43ab89042fbf13.4.6.1.1,16,09N
SRR11130351,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130369,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130387,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11130390,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130407,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11130469,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11130478,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11130521,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11130529,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11130551,1794,https://pubmlst.org/spneumoniae/,10.16.54.1.15.1.31,Not assigned,09N
SRR11130595,8e66fc6908e8d971c6215b7a38b818a2c568dfd7,https://pubmlst.org/spneumoniae/,2.8.2.4.6.0089d64744b7c6333e809ca6ba61edff0aca580d.1,16,09N
SRR11130596,1257,https://pubmlst.org/spneumoniae/,15.13.8.18.15.1.31,124,09N
SRR11130626,4666,https://pubmlst.org/spneumoniae/,10.5.2.1.6.1.29,32,09N
SRR11130627,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130636,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11130664,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11130691,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11130693,1257,https://pubmlst.org/spneumoniae/,15.13.8.18.15.1.31,124,09N
SRR11130695,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130702,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130706,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130717,5573beac0fbb4f4e8537e0bbc4334b45ef89568d,https://pubmlst.org/spneumoniae/,2.8.2.4.6.fb1f177b0c1c2fa58f575cdc9464d5de8ffc9b9f.1,16,09N
SRR11130763,10539,https://pubmlst.org/spneumoniae/,2.8.1.4.6.1.1,16,09N
SRR11130765,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130770,56a47e2bfa97164da79ec4b309df0d8fedc44707,https://pubmlst.org/spneumoniae/,13e48e9391f13cb2eb9412d5352a8c402370cfe9.8.2.4.6.1.1,16,09N
SRR11130788,1257,https://pubmlst.org/spneumoniae/,15.13.8.18.15.1.31,124,09N
SRR11130815,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11130840,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11130866,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130877,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11130888,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11140864,6359,https://pubmlst.org/spneumoniae/,2.5.174.1.7.1.5,699,09N
SRR11140883,15376,https://pubmlst.org/spneumoniae/,10.20.2.466.6.1.29,32,09N
SRR11140893,1375,https://pubmlst.org/spneumoniae/,62.13.1.18.15.1.31,124,09N
SRR11140925,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11140932,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11140942,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11140970,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11140974,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11140991,4666,https://pubmlst.org/spneumoniae/,10.5.2.1.6.1.29,32,09N
SRR11141034,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11141039,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141055,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11141061,10539,https://pubmlst.org/spneumoniae/,2.8.1.4.6.1.1,16,09N
SRR11141066,91c57a80828e183f005c66cf30186e9891bdb0bb,https://pubmlst.org/spneumoniae/,2.8.2.4.88e5793c375f769a3bda36a1a0990584675cb104.1.1,16,09N
SRR11141073,ac4828e3cbdb723e487c617290fa20e86fa54886,https://pubmlst.org/spneumoniae/,2.8.33d8ac9c3cc6a3f0e27e37d6643203492ef1f100.4.e05101fcedf1505d17a305cc157d206bc17a7784.1.1,16,09N
SRR11141087,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11141088,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141098,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11141102,4fe11e5b269aa3b4908e01e79878caa2741bed3d,https://pubmlst.org/spneumoniae/,15.13.8.9ee4a354748e18389770d7bcc79d480e8e5e25ee.15.1.31,124,09N
SRR11141118,ec8118b7171bf9fce5379a7f0f7a8cdfb1537236,https://pubmlst.org/spneumoniae/,2.8.2.4.6.5a1030dacd0b40e52795375071d7e55ac7732766.1,16,09N
SRR11141149,15288,https://pubmlst.org/spneumoniae/,2.8.2.4.6.697.1,16,09N
SRR11141158,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141170,10539,https://pubmlst.org/spneumoniae/,2.8.1.4.6.1.1,16,09N
SRR11141172,4666,https://pubmlst.org/spneumoniae/,10.5.2.1.6.1.29,32,09N
SRR11141176,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141179,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11141188,4666,https://pubmlst.org/spneumoniae/,10.5.2.1.6.1.29,32,09N
SRR11141198,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11141213,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141218,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141228,4666,https://pubmlst.org/spneumoniae/,10.5.2.1.6.1.29,32,09N
SRR11141237,9fe5f0f31a6c040c9767738b2a6bdd88b6082f05,https://pubmlst.org/spneumoniae/,2.8.2.ed5e6a1e33d17f5b54770398eaafbe3ce72722ca.6.1.1,16,09N
SRR11141243,4666,https://pubmlst.org/spneumoniae/,10.5.2.1.6.1.29,32,09N
SRR11141249,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141261,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11141263,fede27d0f4725470fa53e2263bc24fe584f97a97,https://pubmlst.org/spneumoniae/,f31bdbd60bbb1e9dfdb826a9549a2e6a29e3bd9d.8.2.4.6.75.1,16,09N
SRR11141277,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11141286,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141326,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11141381,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11141383,ea2ae0306505b82e433a99c96c148dd6f25801b2,https://pubmlst.org/spneumoniae/,2.8.14.4.6.da75edf54b9206056462b2bdc9829c6b8430f611.1,16,09N
SRR11141385,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141432,12034,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.19,16,09N
SRR11141440,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11141466,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141486,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11141501,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141612,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141620,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141652,1257,https://pubmlst.org/spneumoniae/,15.13.8.18.15.1.31,124,09N
SRR11141676,15302,https://pubmlst.org/spneumoniae/,7.25.54.4.15.7.28,Not assigned,09N
SRR11141679,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141705,1375,https://pubmlst.org/spneumoniae/,62.13.1.18.15.1.31,124,09N
SRR11141733,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141735,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141741,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141744,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141752,17182,https://pubmlst.org/spneumoniae/,2.660.2.4.6.75.1,16,09N
SRR11141761,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11141762,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141772,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141787,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141791,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11141805,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11141830,5573beac0fbb4f4e8537e0bbc4334b45ef89568d,https://pubmlst.org/spneumoniae/,2.8.2.4.6.fb1f177b0c1c2fa58f575cdc9464d5de8ffc9b9f.1,16,09N
SRR11141838,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11141843,73b5cc06c46c0eed61710362c13521a1de61eec9,https://pubmlst.org/spneumoniae/,62.13.2c2123c66a5ee20bdb59809efebad7954c041d39.18.15.1.31,124,09N
SRR11141845,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11141849,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152262,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152275,15289,https://pubmlst.org/spneumoniae/,2.8.2.4.234.75.1,16,09N
SRR11152276,1257,https://pubmlst.org/spneumoniae/,15.13.8.18.15.1.31,124,09N
SRR11152305,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152325,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152328,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152351,1257,https://pubmlst.org/spneumoniae/,15.13.8.18.15.1.31,124,09N
SRR11152352,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152380,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152394,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11152426,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11152453,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152467,13237,https://pubmlst.org/spneumoniae/,2.43.2.4.6.1.1,16,09N
SRR11152487,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11152506,4666,https://pubmlst.org/spneumoniae/,10.5.2.1.6.1.29,32,09N
SRR11152520,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11152526,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11152530,10539,https://pubmlst.org/spneumoniae/,2.8.1.4.6.1.1,16,09N
SRR11152546,10539,https://pubmlst.org/spneumoniae/,2.8.1.4.6.1.1,16,09N
SRR11152567,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152584,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152589,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152591,4b3c5d1fba37b047863c7e790e888007de1b43fc,https://pubmlst.org/spneumoniae/,2.8.2.753c6ad3d0523031d336fac1efece776a7f6ed03.6.1.1,16,09N
SRR11152621,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152626,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152656,199,https://pubmlst.org/spneumoniae/,8.13.14.4.17.4.14,4,09N
SRR11152667,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152674,517,https://pubmlst.org/spneumoniae/,2.5.2.4.6.1.1,16,09N
SRR11152702,c4961d12e94baf9b64b41a24ddbfc574944fd1ae,https://pubmlst.org/spneumoniae/,5.15.6.1.9.49.9542fc029c92e6132ff6f3900bd06716da425374,45,09N
SRR11152704,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152709,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11152729,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11152741,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152764,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11152769,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152772,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152810,875eb269ef360f6e628f322f67ec182ed09a6021,https://pubmlst.org/spneumoniae/,2.8.2.4b6bf59ce198b25cbf9247e669837d31bf89bceb.6.1.1,16,09N
SRR11152835,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11152859,517,https://pubmlst.org/spneumoniae/,2.5.2.4.6.1.1,16,09N
SRR11152860,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152862,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11152873,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11152883,10539,https://pubmlst.org/spneumoniae/,2.8.1.4.6.1.1,16,09N
SRR11152926,4666,https://pubmlst.org/spneumoniae/,10.5.2.1.6.1.29,32,09N
SRR11152950,15286,https://pubmlst.org/spneumoniae/,2.8.2.4.6.31.1,16,09N
SRR11152954,632,https://pubmlst.org/spneumoniae/,2.8.2.4.6.75.1,16,09N
SRR11152956,4666,https://pubmlst.org/spneumoniae/,10.5.2.1.6.1.29,32,09N
SRR11152973,1375,https://pubmlst.org/spneumoniae/,62.13.1.18.15.1.31,124,09N
SRR11152979,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11153005,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11153029,66,https://pubmlst.org/spneumoniae/,2.8.2.4.6.1.1,16,09N
SRR11153036,405,https://pubmlst.org/spneumoniae/,10.20.2.1.6.1.29,32,09N
SRR11153041,10539,https://pubmlst.org/spneumoniae/,2.8.1.4.6.1.1,16,09N
SRR11153042,10539,https://pubmlst.org/spneumoniae/,2.8.1.4.6.1.1,16,09N
